"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","137","2","0","1","1","10","0","0","0",2010,2,2010-01-09,2010-01-15
"2","Gampaha","152","2","0","0","0","2","0","2","0",2010,2,2010-01-09,2010-01-15
"3","Kalutara","37","5","1","0","0","6","0","0","0",2010,2,2010-01-09,2010-01-15
"4","Kandy","32","8","0","0","0","4","3","3","0",2010,2,2010-01-09,2010-01-15
"5","Matale","12","1","0","0","0","2","0","2","0",2010,2,2010-01-09,2010-01-15
"6","NuwaraEliya","12","4","0","8","0","3","3","2","0",2010,2,2010-01-09,2010-01-15
"7","Galle","9","6","0","0","0","0","0","0","0",2010,2,2010-01-09,2010-01-15
"8","Hambanthota","11","1","0","0","0","2","6","0","0",2010,2,2010-01-09,2010-01-15
"9","Matara","9","6","0","0","0","3","8","1","0",2010,2,2010-01-09,2010-01-15
"10","Jaffna","184","6","0","22","0","0","15","1","0",2010,2,2010-01-09,2010-01-15
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2010,2,2010-01-09,2010-01-15
"12","Mannar","5","1","0","4","0","0","0","0","0",2010,2,2010-01-09,2010-01-15
"13","Vavuniya","82","1","0","6","0","0","0","1","0",2010,2,2010-01-09,2010-01-15
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,2,2010-01-09,2010-01-15
"15","Batticaloa","54","1","0","1","0","0","1","0","0",2010,2,2010-01-09,2010-01-15
"16","Ampara","0","1","0","0","0","1","0","0","0",2010,2,2010-01-09,2010-01-15
"17","Trincomalee","81","1","0","0","0","3","0","1","0",2010,2,2010-01-09,2010-01-15
"18","Kurunagala","60","7","1","1","0","0","2","3","0",2010,2,2010-01-09,2010-01-15
"19","Puttalam","41","3","0","3","0","1","0","0","0",2010,2,2010-01-09,2010-01-15
"20","Anuradhapura","43","2","0","1","0","1","0","0","0",2010,2,2010-01-09,2010-01-15
"21","Polonnaruwa","3","2","0","0","0","2","0","0","0",2010,2,2010-01-09,2010-01-15
"22","Badulla","6","2","0","2","0","3","0","1","0",2010,2,2010-01-09,2010-01-15
"23","Monaragala","5","10","0","1","0","2","0","0","0",2010,2,2010-01-09,2010-01-15
"24","Ratnapura","16","8","0","1","0","11","5","6","0",2010,2,2010-01-09,2010-01-15
"25","Kegalle","26","1","0","2","0","6","0","2","0",2010,2,2010-01-09,2010-01-15
"26","Kalmune","36","5","0","0","0","0","0","0","0",2010,2,2010-01-09,2010-01-15
