"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","218","1","0","2","4","2","0","2","0","0","1","0",2013,28,2013-07-06,2013-07-12
"2","Gampaha","82","3","0","1","1","5","0","4","2","3","1","0",2013,28,2013-07-06,2013-07-12
"3","Kalutara","47","3","0","0","0","4","1","0","0","5","1","0",2013,28,2013-07-06,2013-07-12
"4","Kandy","26","6","0","0","0","0","2","0","0","1","0","0",2013,28,2013-07-06,2013-07-12
"5","Matale","15","2","0","0","0","0","0","4","0","0","3","0",2013,28,2013-07-06,2013-07-12
"6","NuwaraEliya","3","4","0","0","0","0","1","1","0","0","0","0",2013,28,2013-07-06,2013-07-12
"7","Galle","18","8","0","0","0","1","1","0","0","10","4","0",2013,28,2013-07-06,2013-07-12
"8","Hambanthota","5","0","0","0","0","3","0","3","0","2","1","17",2013,28,2013-07-06,2013-07-12
"9","Matara","9","1","0","0","0","0","0","2","0","5","2","0",2013,28,2013-07-06,2013-07-12
"10","Jaffna","4","7","0","2","4","0","0","1","0","1","2","0",2013,28,2013-07-06,2013-07-12
"11","Kilinochchi","0","0","0","0","0","0","0","0","0","0","0","0",2013,28,2013-07-06,2013-07-12
"12","Mannar","0","2","0","0","0","0","0","0","0","0","0","0",2013,28,2013-07-06,2013-07-12
"13","Vavuniya","2","2","0","0","1","1","0","0","0","0","1","2",2013,28,2013-07-06,2013-07-12
"14","Mullaitivu","1","1","0","0","0","1","0","0","0","0","0","0",2013,28,2013-07-06,2013-07-12
"15","Batticaloa","3","2","0","0","0","1","0","0","0","0","0","0",2013,28,2013-07-06,2013-07-12
"16","Ampara","7","11","0","0","0","0","0","0","0","0","0","0",2013,28,2013-07-06,2013-07-12
"17","Trincomalee","1","3","0","0","0","1","0","0","0","2","1","0",2013,28,2013-07-06,2013-07-12
"18","Kurunagala","42","2","0","0","1","2","0","0","0","4","2","1",2013,28,2013-07-06,2013-07-12
"19","Puttalam","8","5","0","0","0","1","0","0","0","3","2","0",2013,28,2013-07-06,2013-07-12
"20","Anuradhapura","1","3","0","0","3","2","0","0","0","5","2","14",2013,28,2013-07-06,2013-07-12
"21","Polonnaruwa","13","1","0","0","0","2","0","2","0","7","3","1",2013,28,2013-07-06,2013-07-12
"22","Badulla","22","7","0","1","0","1","2","2","0","1","0","0",2013,28,2013-07-06,2013-07-12
"23","Monaragala","9","6","0","0","0","1","5","1","0","0","1","0",2013,28,2013-07-06,2013-07-12
"24","Ratnapura","26","6","0","1","1","2","5","12","0","1","1","0",2013,28,2013-07-06,2013-07-12
"25","Kegalle","26","13","0","0","0","9","0","4","0","8","3","0",2013,28,2013-07-06,2013-07-12
"26","Kalmune","0","0","0","0","0","0","0","0","0","1","0","0",2013,28,2013-07-06,2013-07-12
