"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","802","1","0","0","1","10","1","0","0","3","1","0",2019,49,2019-11-30,2019-12-06
"2","Gampaha","551","1","0","0","0","6","0","0","0","13","0","0",2019,49,2019-11-30,2019-12-06
"3","Kalutara","165","0","0","0","0","11","0","0","0","8","2","0",2019,49,2019-11-30,2019-12-06
"4","Kandy","409","1","0","0","0","5","2","0","0","4","1","0",2019,49,2019-11-30,2019-12-06
"5","Matale","212","0","0","0","0","2","0","0","0","0","0","4",2019,49,2019-11-30,2019-12-06
"6","NuwaraEliya","20","1","0","0","0","1","0","0","0","3","3","0",2019,49,2019-11-30,2019-12-06
"7","Galle","106","3","0","0","0","11","3","0","0","7","1","0",2019,49,2019-11-30,2019-12-06
"8","Hambanthota","41","0","0","0","0","13","0","1","0","8","0","15",2019,49,2019-11-30,2019-12-06
"9","Matara","100","0","0","0","0","14","0","1","0","5","0","11",2019,49,2019-11-30,2019-12-06
"10","Jaffna","769","12","0","3","5","2","31","0","0","0","0","0",2019,49,2019-11-30,2019-12-06
"11","Kilinochchi","25","7","0","0","1","2","2","0","0","0","0","0",2019,49,2019-11-30,2019-12-06
"12","Mannar","49","0","0","1","0","0","2","0","0","1","1","0",2019,49,2019-11-30,2019-12-06
"13","Vavuniya","68","0","1","0","0","1","0","0","0","0","0","0",2019,49,2019-11-30,2019-12-06
"14","Mullaitivu","15","1","0","1","0","0","0","0","0","0","0","0",2019,49,2019-11-30,2019-12-06
"15","Batticaloa","167","5","0","0","0","2","0","0","0","1","1","0",2019,49,2019-11-30,2019-12-06
"16","Ampara","16","1","0","0","0","1","0","1","0","2","1","0",2019,49,2019-11-30,2019-12-06
"17","Trincomalee","242","2","1","0","0","2","0","0","0","4","0","0",2019,49,2019-11-30,2019-12-06
"18","Kurunagala","154","1","0","0","0","11","0","0","0","9","7","22",2019,49,2019-11-30,2019-12-06
"19","Puttalam","128","1","0","0","0","2","1","0","0","2","0","0",2019,49,2019-11-30,2019-12-06
"20","Anuradhapura","82","2","1","1","0","14","5","0","0","10","3","11",2019,49,2019-11-30,2019-12-06
"21","Polonnaruwa","24","1","0","0","0","4","0","0","0","3","1","6",2019,49,2019-11-30,2019-12-06
"22","Badulla","88","0","0","0","0","2","0","1","0","5","0","0",2019,49,2019-11-30,2019-12-06
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2019,49,2019-11-30,2019-12-06
"24","Ratnapura","111","3","0","0","0","38","1","0","0","2","0","4",2019,49,2019-11-30,2019-12-06
"25","Kegalle","113","0","0","0","0","10","2","0","0","12","1","1",2019,49,2019-11-30,2019-12-06
"26","Kalmune","53","3","0","0","0","0","0","0","0","4","0","0",2019,49,2019-11-30,2019-12-06
