"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","127","1","0","4","0","2","0","0","0",2012,49,2012-12-01,2012-12-07
"2","Gampaha","88","0","0","0","1","4","0","2","0",2012,49,2012-12-01,2012-12-07
"3","Kalutara","49","0","0","1","0","7","0","0","0",2012,49,2012-12-01,2012-12-07
"4","Kandy","44","4","0","0","0","2","3","2","0",2012,49,2012-12-01,2012-12-07
"5","Matale","15","10","0","0","0","1","0","0","0",2012,49,2012-12-01,2012-12-07
"6","NuwaraEliya","1","1","0","1","0","1","0","0","0",2012,49,2012-12-01,2012-12-07
"7","Galle","19","1","0","0","0","3","1","0","0",2012,49,2012-12-01,2012-12-07
"8","Hambanthota","4","1","0","0","0","5","2","2","0",2012,49,2012-12-01,2012-12-07
"9","Matara","32","3","0","2","12","3","0","3","0",2012,49,2012-12-01,2012-12-07
"10","Jaffna","57","12","0","13","0","0","14","1","0",2012,49,2012-12-01,2012-12-07
"11","Kilinochchi","2","2","0","2","0","0","0","0","0",2012,49,2012-12-01,2012-12-07
"12","Mannar","6","2","0","3","0","1","0","0","0",2012,49,2012-12-01,2012-12-07
"13","Vavuniya","3","3","0","0","1","1","0","0","1",2012,49,2012-12-01,2012-12-07
"14","Mullaitivu","3","2","0","1","0","0","0","0","0",2012,49,2012-12-01,2012-12-07
"15","Batticaloa","11","2","0","0","0","0","0","0","0",2012,49,2012-12-01,2012-12-07
"16","Ampara","1","1","0","0","0","0","0","0","0",2012,49,2012-12-01,2012-12-07
"17","Trincomalee","1","3","0","0","0","0","0","0","0",2012,49,2012-12-01,2012-12-07
"18","Kurunagala","76","10","0","1","0","3","1","1","0",2012,49,2012-12-01,2012-12-07
"19","Puttalam","123","2","0","0","0","0","0","0","0",2012,49,2012-12-01,2012-12-07
"20","Anuradhapura","31","5","0","1","0","7","0","0","0",2012,49,2012-12-01,2012-12-07
"21","Polonnaruwa","4","1","0","0","1","11","0","0","0",2012,49,2012-12-01,2012-12-07
"22","Badulla","12","5","0","0","0","1","0","0","0",2012,49,2012-12-01,2012-12-07
"23","Monaragala","4","7","0","1","1","2","2","2","0",2012,49,2012-12-01,2012-12-07
"24","Ratnapura","19","9","0","0","0","7","1","1","0",2012,49,2012-12-01,2012-12-07
"25","Kegalle","40","1","0","1","0","8","9","9","0",2012,49,2012-12-01,2012-12-07
"26","Kalmune","14","1","0","0","0","0","0","0","0",2012,49,2012-12-01,2012-12-07
