"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","11","03","00","01","00","04","00","01",2007,18,2007-04-28,2007-05-04
"2","Gampaha","02","02","00","01","00","03","00","01",2007,18,2007-04-28,2007-05-04
"3","Kalutara","01","03","00","01","00","04","00","00",2007,18,2007-04-28,2007-05-04
"4","Kandy","02","11","00","00","01","00","00","01",2007,18,2007-04-28,2007-05-04
"5","Matale","00","02","00","00","00","01","00","02",2007,18,2007-04-28,2007-05-04
"6","NuwaraEliya","00","04","00","00","00","00","02","12",2007,18,2007-04-28,2007-05-04
"7","Galle","00","05","00","02","00","00","00","00",2007,18,2007-04-28,2007-05-04
"8","Hambanthota","00","01","01","01","02","02","00","00",2007,18,2007-04-28,2007-05-04
"9","Matara","02","02","01","01","03","02","01","00",2007,18,2007-04-28,2007-05-04
"10","Jaffna","00","00","00","00","00","00","00","00",2007,18,2007-04-28,2007-05-04
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,18,2007-04-28,2007-05-04
"12","Mannar","00","00","00","00","00","00","00","00",2007,18,2007-04-28,2007-05-04
"13","Vavuniya","00","01","00","01","03","00","00","00",2007,18,2007-04-28,2007-05-04
"14","Mullaitivu","00","00","00","00","00","00","00","00",2007,18,2007-04-28,2007-05-04
"15","Batticaloa","06","34","00","00","00","00","00","01",2007,18,2007-04-28,2007-05-04
"16","Ampara","00","02","00","00","00","00","00","00",2007,18,2007-04-28,2007-05-04
"17","Trincomalee","01","03","00","00","00","00","00","00",2007,18,2007-04-28,2007-05-04
"18","Kurunagala","03","13","01","00","00","00","00","00",2007,18,2007-04-28,2007-05-04
"19","Puttalam","00","00","00","03","00","00","00","00",2007,18,2007-04-28,2007-05-04
"20","Anuradhapura","01","00","00","00","00","01","00","00",2007,18,2007-04-28,2007-05-04
"21","Polonnaruwa","00","00","00","00","00","00","00","00",2007,18,2007-04-28,2007-05-04
"22","Badulla","00","14","00","00","00","00","03","00",2007,18,2007-04-28,2007-05-04
"23","Monaragala","01","08","00","00","00","02","00","01",2007,18,2007-04-28,2007-05-04
"24","Ratnapura","03","04","00","01","00","00","00","00",2007,18,2007-04-28,2007-05-04
"25","Kegalle","01","02","00","01","01","00","00","01",2007,18,2007-04-28,2007-05-04
"26","Kalmune","00","07","00","00","00","00","00","02",2007,18,2007-04-28,2007-05-04
