"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","47","05","01","03","03","03","01","04",2007,34,2007-08-18,2007-08-24
"2","Gampaha","18","03","03","02","00","05","00","05",2007,34,2007-08-18,2007-08-24
"3","Kalutara","10","12","01","00","00","01","00","00",2007,34,2007-08-18,2007-08-24
"4","Kandy","02","08","00","00","00","03","02","25",2007,34,2007-08-18,2007-08-24
"5","Matale","00","00","00","00","00","01","00","01",2007,34,2007-08-18,2007-08-24
"6","NuwaraEliya","00","04","00","02","00","00","00","18",2007,34,2007-08-18,2007-08-24
"7","Galle","01","10","00","01","00","00","00","00",2007,34,2007-08-18,2007-08-24
"8","Hambanthota","01","03","00","00","00","00","02","00",2007,34,2007-08-18,2007-08-24
"9","Matara","01","07","00","01","00","07","03","00",2007,34,2007-08-18,2007-08-24
"10","Jaffna","00","00","00","00","00","00","00","00",2007,34,2007-08-18,2007-08-24
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,34,2007-08-18,2007-08-24
"12","Mannar","00","00","00","01","00","00","00","00",2007,34,2007-08-18,2007-08-24
"13","Vavuniya","00","02","00","01","00","00","00","00",2007,34,2007-08-18,2007-08-24
"14","Mullaitivu","00","00","00","00","00","00","00","01",2007,34,2007-08-18,2007-08-24
"15","Batticaloa","00","03","00","00","00","00","00","21",2007,34,2007-08-18,2007-08-24
"16","Ampara","00","00","00","00","00","00","00","00",2007,34,2007-08-18,2007-08-24
"17","Trincomalee","00","03","00","01","00","01","00","00",2007,34,2007-08-18,2007-08-24
"18","Kurunagala","13","08","00","00","00","01","00","01",2007,34,2007-08-18,2007-08-24
"19","Puttalam","06","02","00","01","00","00","00","00",2007,34,2007-08-18,2007-08-24
"20","Anuradhapura","00","01","00","00","01","00","00","00",2007,34,2007-08-18,2007-08-24
"21","Polonnaruwa","01","02","00","00","00","00","00","01",2007,34,2007-08-18,2007-08-24
"22","Badulla","01","16","00","00","00","01","01","08",2007,34,2007-08-18,2007-08-24
"23","Monaragala","03","04","00","01","01","01","01","00",2007,34,2007-08-18,2007-08-24
"24","Ratnapura","03","05","01","01","00","01","00","01",2007,34,2007-08-18,2007-08-24
"25","Kegalle","08","05","00","00","00","02","01","07",2007,34,2007-08-18,2007-08-24
"26","Kalmune","0","03","00","00","00","00","00","02",2007,34,2007-08-18,2007-08-24
