"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","94","1","0","2","0","5","0","1","0",2009,20,2009-05-10,2009-05-16
"2","Gampaha","53","5","2","0","0","8","0","1","0",2009,20,2009-05-10,2009-05-16
"3","Kalutara","8","4","0","0","0","2","0","1","1",2009,20,2009-05-10,2009-05-16
"4","Kandy","80","6","0","1","0","8","6","1","0",2009,20,2009-05-10,2009-05-16
"5","Matale","9","1","0","0","0","4","0","0","0",2009,20,2009-05-10,2009-05-16
"6","NuwaraEliya","5","24","0","6","6","0","1","1","0",2009,20,2009-05-10,2009-05-16
"7","Galle","12","8","0","0","4","5","0","0","0",2009,20,2009-05-10,2009-05-16
"8","Hambanthota","87","2","0","1","0","8","2","0","0",2009,20,2009-05-10,2009-05-16
"9","Matara","45","4","0","0","6","3","1","1","0",2009,20,2009-05-10,2009-05-16
"10","Jaffna","0","0","0","1","0","0","2","0","0",2009,20,2009-05-10,2009-05-16
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2009,20,2009-05-10,2009-05-16
"12","Mannar","1","6","0","0","0","0","0","5","0",2009,20,2009-05-10,2009-05-16
"13","Vavuniya","0","0","0","0","0","0","0","0","0",2009,20,2009-05-10,2009-05-16
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2009,20,2009-05-10,2009-05-16
"15","Batticaloa","16","6","0","0","0","0","0","1","0",2009,20,2009-05-10,2009-05-16
"16","Ampara","0","0","0","0","0","0","0","0","0",2009,20,2009-05-10,2009-05-16
"17","Trincomalee","3","2","0","0","0","0","0","0","0",2009,20,2009-05-10,2009-05-16
"18","Kurunagala","44","1","1","2","0","0","1","1","0",2009,20,2009-05-10,2009-05-16
"19","Puttalam","8","2","00","1","0","1","0","0","0",2009,20,2009-05-10,2009-05-16
"20","Anuradhapura","7","0","0","0","0","0","1","1","1",2009,20,2009-05-10,2009-05-16
"21","Polonnaruwa","6","0","0","0","0","0","0","0","0",2009,20,2009-05-10,2009-05-16
"22","Badulla","1","6","0","1","3","0","1","4","0",2009,20,2009-05-10,2009-05-16
"23","Monaragala","1","2","0","0","0","0","0","2","0",2009,20,2009-05-10,2009-05-16
"24","Ratnapura","55","8","0","2","0","1","0","0","0",2009,20,2009-05-10,2009-05-16
"25","Kegalle","100","2","0","0","0","5","0","5","0",2009,20,2009-05-10,2009-05-16
"26","Kalmune","2","2","0","0","0","0","0","0","0",2009,20,2009-05-10,2009-05-16
