"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","302","2","0","0","0","6","0","2","0","2","2","0",2015,3,2015-01-10,2015-01-16
"2","Gampaha","45","0","0","0","0","3","0","1","0","0","0","0",2015,3,2015-01-10,2015-01-16
"3","Kalutara","47","3","0","2","2","8","0","2","0","2","2","0",2015,3,2015-01-10,2015-01-16
"4","Kandy","43","5","0","1","0","0","3","7","0","4","0","0",2015,3,2015-01-10,2015-01-16
"5","Matale","47","1","0","0","0","4","1","0","0","0","0","0",2015,3,2015-01-10,2015-01-16
"6","NuwaraEliya","4","2","0","1","0","2","0","0","0","1","0","0",2015,3,2015-01-10,2015-01-16
"7","Galle","33","3","0","0","1","2","2","0","0","6","3","0",2015,3,2015-01-10,2015-01-16
"8","Hambanthota","11","3","0","0","0","3","0","0","0","0","0","3",2015,3,2015-01-10,2015-01-16
"9","Matara","8","2","0","0","0","3","0","0","0","3","1","0",2015,3,2015-01-10,2015-01-16
"10","Jaffna","119","15","2","8","0","1","51","1","0","6","1","0",2015,3,2015-01-10,2015-01-16
"11","Kilinochchi","0","3","0","1","0","0","0","0","0","0","0","0",2015,3,2015-01-10,2015-01-16
"12","Mannar","5","0","0","0","1","0","0","0","0","0","0","0",2015,3,2015-01-10,2015-01-16
"13","Vavuniya","3","1","1","1","0","1","1","0","0","1","0","0",2015,3,2015-01-10,2015-01-16
"14","Mullaitivu","5","0","0","0","1","0","0","0","0","0","0","0",2015,3,2015-01-10,2015-01-16
"15","Batticaloa","52","2","1","0","0","0","0","0","0","0","0","0",2015,3,2015-01-10,2015-01-16
"16","Ampara","2","1","0","0","0","0","0","0","0","0","1","0",2015,3,2015-01-10,2015-01-16
"17","Trincomalee","17","0","0","1","0","0","0","0","0","0","0","0",2015,3,2015-01-10,2015-01-16
"18","Kurunagala","40","1","0","1","0","3","0","0","0","4","0","1",2015,3,2015-01-10,2015-01-16
"19","Puttalam","27","0","0","0","0","0","0","0","0","0","0","0",2015,3,2015-01-10,2015-01-16
"20","Anuradhapura","19","0","0","0","1","17","1","0","0","1","0","1",2015,3,2015-01-10,2015-01-16
"21","Polonnaruwa","7","1","0","0","0","6","0","0","0","3","1","1",2015,3,2015-01-10,2015-01-16
"22","Badulla","38","1","0","0","0","0","2","2","0","3","0","0",2015,3,2015-01-10,2015-01-16
"23","Monaragala","10","6","0","0","0","13","0","0","0","0","0","0",2015,3,2015-01-10,2015-01-16
"24","Ratnapura","20","3","1","0","0","3","0","4","0","0","2","3",2015,3,2015-01-10,2015-01-16
"25","Kegalle","17","2","0","1","0","5","0","3","0","2","2","0",2015,3,2015-01-10,2015-01-16
"26","Kalmune","55","3","0","0","1","1","0","0","0","3","0","0",2015,3,2015-01-10,2015-01-16
