"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","196","2","0","1","1","4","0","1","0","28","0","0",2018,5,2018-01-27,2018-02-02
"2","Gampaha","105","0","0","1","0","3","1","0","0","6","1","0",2018,5,2018-01-27,2018-02-02
"3","Kalutara","103","1","1","0","3","4","0","1","0","11","2","0",2018,5,2018-01-27,2018-02-02
"4","Kandy","82","1","0","0","0","0","2","0","0","5","0","0",2018,5,2018-01-27,2018-02-02
"5","Matale","24","0","1","0","3","0","0","0","0","0","0","3",2018,5,2018-01-27,2018-02-02
"6","NuwaraEliya","4","0","0","0","0","0","0","1","0","3","0","0",2018,5,2018-01-27,2018-02-02
"7","Galle","8","0","0","0","0","1","0","0","0","2","0","0",2018,5,2018-01-27,2018-02-02
"8","Hambanthota","24","0","0","0","0","0","1","0","0","10","0","3",2018,5,2018-01-27,2018-02-02
"9","Matara","29","0","0","0","0","2","1","0","0","14","0","7",2018,5,2018-01-27,2018-02-02
"10","Jaffna","102","0","0","2","0","0","10","0","0","2","2","0",2018,5,2018-01-27,2018-02-02
"11","Kilinochchi","2","0","0","2","0","0","0","0","0","0","0","0",2018,5,2018-01-27,2018-02-02
"12","Mannar","2","2","0","0","0","0","0","0","0","1","0","0",2018,5,2018-01-27,2018-02-02
"13","Vavuniya","15","0","0","0","0","2","0","0","0","1","0","0",2018,5,2018-01-27,2018-02-02
"14","Mullaitivu","2","0","0","1","0","0","0","0","0","0","0","0",2018,5,2018-01-27,2018-02-02
"15","Batticaloa","132","3","0","0","1","2","1","0","0","2","0","0",2018,5,2018-01-27,2018-02-02
"16","Ampara","4","0","0","0","0","0","0","1","0","4","0","0",2018,5,2018-01-27,2018-02-02
"17","Trincomalee","24","2","0","0","0","0","2","0","0","1","0","0",2018,5,2018-01-27,2018-02-02
"18","Kurunagala","83","2","0","0","0","1","0","0","0","5","3","7",2018,5,2018-01-27,2018-02-02
"19","Puttalam","84","0","1","0","0","0","0","0","0","1","4","0",2018,5,2018-01-27,2018-02-02
"20","Anuradhapura","34","4","0","0","0","6","0","0","0","4","1","2",2018,5,2018-01-27,2018-02-02
"21","Polonnaruwa","5","0","0","0","0","2","0","0","0","9","0","1",2018,5,2018-01-27,2018-02-02
"22","Badulla","15","3","0","1","0","3","3","0","0","13","3","0",2018,5,2018-01-27,2018-02-02
"23","Monaragala","32","3","1","0","0","6","3","1","0","8","1","2",2018,5,2018-01-27,2018-02-02
"24","Ratnapura","42","2","1","0","0","5","0","0","0","6","0","2",2018,5,2018-01-27,2018-02-02
"25","Kegalle","29","2","0","0","0","3","4","0","0","2","0","0",2018,5,2018-01-27,2018-02-02
"26","Kalmune","80","0","0","0","0","0","0","0","0","2","0","0",2018,5,2018-01-27,2018-02-02
