"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","238","1","0","2","0","17","0","2","0","5","0","0",2017,46,2017-11-11,2017-11-17
"2","Gampaha","345","1","1","2","0","8","0","0","0","10","0","0",2017,46,2017-11-11,2017-11-17
"3","Kalutara","141","2","0","0","0","14","2","1","0","8","1","0",2017,46,2017-11-11,2017-11-17
"4","Kandy","220","2","0","1","0","4","1","1","0","3","0","2",2017,46,2017-11-11,2017-11-17
"5","Matale","63","0","0","0","2","1","0","0","0","2","0","0",2017,46,2017-11-11,2017-11-17
"6","NuwaraEliya","3","3","0","1","0","2","2","0","0","14","3","0",2017,46,2017-11-11,2017-11-17
"7","Galle","45","1","0","1","0","5","1","0","0","3","0","0",2017,46,2017-11-11,2017-11-17
"8","Hambanthota","60","1","0","1","5","1","0","0","0","15","0","5",2017,46,2017-11-11,2017-11-17
"9","Matara","41","0","0","0","0","3","5","0","0","0","1","1",2017,46,2017-11-11,2017-11-17
"10","Jaffna","126","11","0","3","1","2","10","0","0","0","0","0",2017,46,2017-11-11,2017-11-17
"11","Kilinochchi","5","1","0","0","0","0","0","0","0","0","0","0",2017,46,2017-11-11,2017-11-17
"12","Mannar","1","0","0","0","0","0","0","0","0","1","0","0",2017,46,2017-11-11,2017-11-17
"13","Vavuniya","29","0","0","6","0","0","0","0","0","0","0","1",2017,46,2017-11-11,2017-11-17
"14","Mullaitivu","5","1","0","1","0","0","0","1","0","0","0","1",2017,46,2017-11-11,2017-11-17
"15","Batticaloa","85","7","0","0","0","0","0","0","0","3","0","0",2017,46,2017-11-11,2017-11-17
"16","Ampara","8","2","0","0","1","0","0","1","0","8","0","2",2017,46,2017-11-11,2017-11-17
"17","Trincomalee","34","5","0","0","0","1","0","0","0","3","0","0",2017,46,2017-11-11,2017-11-17
"18","Kurunagala","156","6","0","1","5","2","1","0","0","9","0","5",2017,46,2017-11-11,2017-11-17
"19","Puttalam","312","2","0","0","0","1","0","0","0","2","0","0",2017,46,2017-11-11,2017-11-17
"20","Anuradhapura","40","0","0","0","0","0","1","0","0","6","0","4",2017,46,2017-11-11,2017-11-17
"21","Polonnaruwa","10","3","0","0","0","0","0","1","0","1","2","1",2017,46,2017-11-11,2017-11-17
"22","Badulla","56","0","2","2","0","6","3","0","0","1","3","0",2017,46,2017-11-11,2017-11-17
"23","Monaragala","73","2","0","0","0","5","0","0","0","3","0","2",2017,46,2017-11-11,2017-11-17
"24","Ratnapura","35","1","0","0","0","5","0","1","0","2","1","0",2017,46,2017-11-11,2017-11-17
"25","Kegalle","59","1","0","0","3","29","3","1","0","7","0","0",2017,46,2017-11-11,2017-11-17
"26","Kalmune","48","1","0","0","0","0","0","0","0","3","0","0",2017,46,2017-11-11,2017-11-17
