"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","34","02","00","03","02","00","00","01","00",2008,8,2008-02-16,2008-02-22
"2","Gampaha","13","03","01","00","00","03","00","01","00",2008,8,2008-02-16,2008-02-22
"3","Kalutara","07","05","00","01","00","03","00","01","00",2008,8,2008-02-16,2008-02-22
"4","Kandy","09","10","00","01","00","03","02","05","00",2008,8,2008-02-16,2008-02-22
"5","Matale","03","01","00","01","00","06","00","02","00",2008,8,2008-02-16,2008-02-22
"6","NuwaraEliya","01","07","00","11","00","03","00","04","00",2008,8,2008-02-16,2008-02-22
"7","Galle","00","03","00","01","00","01","00","00","00",2008,8,2008-02-16,2008-02-22
"8","Hambanthota","04","00","00","00","01","02","01","00","00",2008,8,2008-02-16,2008-02-22
"9","Matara","09","04","00","02","00","06","06","00","01",2008,8,2008-02-16,2008-02-22
"10","Jaffna","00","04","00","03","00","00","06","00","00",2008,8,2008-02-16,2008-02-22
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,8,2008-02-16,2008-02-22
"12","Mannar","02","01","00","03","00","00","00","00","00",2008,8,2008-02-16,2008-02-22
"13","Vavuniya","00","00","00","01","02","00","00","00","00",2008,8,2008-02-16,2008-02-22
"14","Mullaitivu","00","00","00","00","00","00","00","01","00",2008,8,2008-02-16,2008-02-22
"15","Batticaloa","02","03","00","00","00","00","00","01","00",2008,8,2008-02-16,2008-02-22
"16","Ampara","00","08","00","00","00","00","00","00","00",2008,8,2008-02-16,2008-02-22
"17","Trincomalee","19","01","00","01","00","00","00","00","00",2008,8,2008-02-16,2008-02-22
"18","Kurunagala","10","05","01","01","00","02","03","00","00",2008,8,2008-02-16,2008-02-22
"19","Puttalam","23","01","00","01","00","00","01","01","00",2008,8,2008-02-16,2008-02-22
"20","Anuradhapura","05","01","00","00","00","00","00","00","00",2008,8,2008-02-16,2008-02-22
"21","Polonnaruwa","03","04","00","02","00","00","00","03","00",2008,8,2008-02-16,2008-02-22
"22","Badulla","00","04","00","01","00","00","03","01","00",2008,8,2008-02-16,2008-02-22
"23","Monaragala","01","09","00","00","02","00","06","00","00",2008,8,2008-02-16,2008-02-22
"24","Ratnapura","02","03","02","00","00","00","02","12","00",2008,8,2008-02-16,2008-02-22
"25","Kegalle","09","14","01","02","00","02","00","11","00",2008,8,2008-02-16,2008-02-22
"26","Kalmune","00","01","00","00","00","00","00","03","00",2008,8,2008-02-16,2008-02-22
