"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","220","7","0","4","2","7","0","1","0",2012,42,2012-10-13,2012-10-19
"2","Gampaha","50","3","0","1","0","3","0","4","0",2012,42,2012-10-13,2012-10-19
"3","Kalutara","37","7","0","2","0","7","0","1","0",2012,42,2012-10-13,2012-10-19
"4","Kandy","43","1","0","0","0","1","1","1","0",2012,42,2012-10-13,2012-10-19
"5","Matale","19","0","0","0","0","0","0","1","0",2012,42,2012-10-13,2012-10-19
"6","NuwaraEliya","6","1","0","0","0","1","0","0","0",2012,42,2012-10-13,2012-10-19
"7","Galle","13","2","0","2","0","2","0","0","0",2012,42,2012-10-13,2012-10-19
"8","Hambanthota","20","2","0","1","0","2","1","1","0",2012,42,2012-10-13,2012-10-19
"9","Matara","47","3","0","0","0","3","0","1","0",2012,42,2012-10-13,2012-10-19
"10","Jaffna","50","0","0","3","0","0","2","1","0",2012,42,2012-10-13,2012-10-19
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2012,42,2012-10-13,2012-10-19
"12","Mannar","0","0","0","0","0","0","0","0","0",2012,42,2012-10-13,2012-10-19
"13","Vavuniya","1","0","0","0","0","0","0","0","0",2012,42,2012-10-13,2012-10-19
"14","Mullaitivu","0","0","0","1","0","0","0","0","0",2012,42,2012-10-13,2012-10-19
"15","Batticaloa","11","0","1","1","0","0","0","0","0",2012,42,2012-10-13,2012-10-19
"16","Ampara","3","0","0","0","0","0","0","0","0",2012,42,2012-10-13,2012-10-19
"17","Trincomalee","2","0","0","0","0","0","0","0","0",2012,42,2012-10-13,2012-10-19
"18","Kurunagala","84","4","0","2","2","4","0","3","0",2012,42,2012-10-13,2012-10-19
"19","Puttalam","37","0","0","0","0","0","0","1","0",2012,42,2012-10-13,2012-10-19
"20","Anuradhapura","2","0","0","0","0","0","0","0","0",2012,42,2012-10-13,2012-10-19
"21","Polonnaruwa","6","3","0","0","0","3","0","0","0",2012,42,2012-10-13,2012-10-19
"22","Badulla","13","0","0","1","0","0","2","0","0",2012,42,2012-10-13,2012-10-19
"23","Monaragala","2","0","0","1","0","0","0","0","0",2012,42,2012-10-13,2012-10-19
"24","Ratnapura","34","4","0","1","0","4","1","2","0",2012,42,2012-10-13,2012-10-19
"25","Kegalle","33","3","0","0","0","3","2","16","0",2012,42,2012-10-13,2012-10-19
"26","Kalmune","2","0","0","1","0","0","0","0","0",2012,42,2012-10-13,2012-10-19
