"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","18","19","00","02","00","03","00","12",2007,23,2007-06-02,2007-06-08
"2","Gampaha","11","15","00","00","00","01","01","05",2007,23,2007-06-02,2007-06-08
"3","Kalutara","05","33","00","03","00","03","00","00",2007,23,2007-06-02,2007-06-08
"4","Kandy","04","11","00","03","01","02","02","109",2007,23,2007-06-02,2007-06-08
"5","Matale","01","03","00","00","00","00","00","01",2007,23,2007-06-02,2007-06-08
"6","NuwaraEliya","00","11","00","06","00","00","00","10",2007,23,2007-06-02,2007-06-08
"7","Galle","00","02","01","00","00","00","00","02",2007,23,2007-06-02,2007-06-08
"8","Hambanthota","00","03","00","00","00","02","03","00",2007,23,2007-06-02,2007-06-08
"9","Matara","04","13","00","01","00","05","06","01",2007,23,2007-06-02,2007-06-08
"10","Jaffna","00","00","00","00","00","00","00","00",2007,23,2007-06-02,2007-06-08
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,23,2007-06-02,2007-06-08
"12","Mannar","00","00","00","00","00","00","00","00",2007,23,2007-06-02,2007-06-08
"13","Vavuniya","00","00","00","01","00","00","00","01",2007,23,2007-06-02,2007-06-08
"14","Mullaitivu","00","00","01","01","00","00","00","00",2007,23,2007-06-02,2007-06-08
"15","Batticaloa","06","12","00","01","03","00","22","78",2007,23,2007-06-02,2007-06-08
"16","Ampara","00","00","00","00","00","00","00","00",2007,23,2007-06-02,2007-06-08
"17","Trincomalee","01","20","00","00","00","00","00","07",2007,23,2007-06-02,2007-06-08
"18","Kurunagala","08","19","00","02","00","02","01","01",2007,23,2007-06-02,2007-06-08
"19","Puttalam","03","06","00","01","00","00","01","02",2007,23,2007-06-02,2007-06-08
"20","Anuradhapura","10","04","00","01","01","00","00","01",2007,23,2007-06-02,2007-06-08
"21","Polonnaruwa","01","00","00","00","00","00","00","00",2007,23,2007-06-02,2007-06-08
"22","Badulla","00","29","00","04","00","00","06","04",2007,23,2007-06-02,2007-06-08
"23","Monaragala","00","07","00","06","00","02","01","00",2007,23,2007-06-02,2007-06-08
"24","Ratnapura","02","05","00","01","00","03","01","00",2007,23,2007-06-02,2007-06-08
"25","Kegalle","05","18","00","00","00","02","02","10",2007,23,2007-06-02,2007-06-08
"26","Kalmune","01","01","00","00","00","00","00","01",2007,23,2007-06-02,2007-06-08
