"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","19","04","00","00","13","00","00","01",2007,10,2007-03-03,2007-03-09
"2","Gampaha","08","05","02","27","01","09","00","01",2007,10,2007-03-03,2007-03-09
"3","Kalutara","08","05","00","03","00","03","00","04",2007,10,2007-03-03,2007-03-09
"4","Kandy","07","00","01","01","02","01","01","13",2007,10,2007-03-03,2007-03-09
"5","Matale","01","02","00","00","03","00","00","05",2007,10,2007-03-03,2007-03-09
"6","NuwaraEliya","00","05","00","03","24","00","00","06",2007,10,2007-03-03,2007-03-09
"7","Galle","02","03","00","00","00","00","00","00",2007,10,2007-03-03,2007-03-09
"8","Hambanthota","00","00","00","00","00","00","00","00",2007,10,2007-03-03,2007-03-09
"9","Matara","02","00","00","00","00","06","10","02",2007,10,2007-03-03,2007-03-09
"10","Jaffna","00","00","00","00","00","00","00","00",2007,10,2007-03-03,2007-03-09
"11","Kilinochchi","00","00","00","00","00","00","02","00",2007,10,2007-03-03,2007-03-09
"12","Mannar","00","00","00","05","00","00","00","01",2007,10,2007-03-03,2007-03-09
"13","Vavuniya","00","00","00","01","01","00","00","00",2007,10,2007-03-03,2007-03-09
"14","Mullaitivu","00","00","00","00","00","00","00","00",2007,10,2007-03-03,2007-03-09
"15","Batticaloa","00","00","01","00","00","00","00","00",2007,10,2007-03-03,2007-03-09
"16","Ampara","00","02","00","00","00","00","00","02",2007,10,2007-03-03,2007-03-09
"17","Trincomalee","05","01","00","01","00","00","00","01",2007,10,2007-03-03,2007-03-09
"18","Kurunagala","06","02","00","01","00","00","01","00",2007,10,2007-03-03,2007-03-09
"19","Puttalam","01","00","00","01","00","00","00","01",2007,10,2007-03-03,2007-03-09
"20","Anuradhapura","02","01","00","00","00","00","01","03",2007,10,2007-03-03,2007-03-09
"21","Polonnaruwa","01","01","00","00","00","00","00","00",2007,10,2007-03-03,2007-03-09
"22","Badulla","01","04","00","03","00","01","02","02",2007,10,2007-03-03,2007-03-09
"23","Monaragala","00","02","00","00","00","00","00","00",2007,10,2007-03-03,2007-03-09
"24","Ratnapura","04","02","00","01","00","00","00","00",2007,10,2007-03-03,2007-03-09
"25","Kegalle","08","06","01","01","00","04","00","03",2007,10,2007-03-03,2007-03-09
"26","Kalmune","00","03","00","00","00","00","00","06",2007,10,2007-03-03,2007-03-09
