"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","31","2","0","2","1","6","0","1","0",2009,16,2009-04-11,2009-04-17
"2","Gampaha","9","0","0","2","0","3","0","1","0",2009,16,2009-04-11,2009-04-17
"3","Kalutara","6","0","0","0","0","0","0","0","0",2009,16,2009-04-11,2009-04-17
"4","Kandy","9","6","0","0","0","0","0","0","0",2009,16,2009-04-11,2009-04-17
"5","Matale","11","0","0","1","0","4","0","0","0",2009,16,2009-04-11,2009-04-17
"6","NuwaraEliya","0","6","0","2","0","1","0","0","0",2009,16,2009-04-11,2009-04-17
"7","Galle","1","1","0","0","0","3","0","0","0",2009,16,2009-04-11,2009-04-17
"8","Hambanthota","3","1","0","0","0","1","0","0","0",2009,16,2009-04-11,2009-04-17
"9","Matara","1","7","0","0","0","1","2","1","0",2009,16,2009-04-11,2009-04-17
"10","Jaffna","0","4","0","2","0","0","1","1","0",2009,16,2009-04-11,2009-04-17
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2009,16,2009-04-11,2009-04-17
"12","Mannar","0","0","1","0","0","0","0","0","0",2009,16,2009-04-11,2009-04-17
"13","Vavuniya","0","6","0","1","0","0","0","0","0",2009,16,2009-04-11,2009-04-17
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2009,16,2009-04-11,2009-04-17
"15","Batticaloa","27","2","0","0","0","1","0","0","0",2009,16,2009-04-11,2009-04-17
"16","Ampara","2","0","0","0","0","0","0","0","0",2009,16,2009-04-11,2009-04-17
"17","Trincomalee","6","0","0","0","0","0","10","0","0",2009,16,2009-04-11,2009-04-17
"18","Kurunagala","5","2","0","2","0","0","0","2","0",2009,16,2009-04-11,2009-04-17
"19","Puttalam","1","2","0","0","0","2","0","0","0",2009,16,2009-04-11,2009-04-17
"20","Anuradhapura","27","0","0","0","0","0","0","0","0",2009,16,2009-04-11,2009-04-17
"21","Polonnaruwa","0","1","0","0","0","2","0","0","0",2009,16,2009-04-11,2009-04-17
"22","Badulla","4","3","0","3","0","0","2","2","0",2009,16,2009-04-11,2009-04-17
"23","Monaragala","0","0","0","0","0","0","0","0","0",2009,16,2009-04-11,2009-04-17
"24","Ratnapura","2","2","0","0","0","0","1","0","0",2009,16,2009-04-11,2009-04-17
"25","Kegalle","21","2","0","1","4","3","0","0","0",2009,16,2009-04-11,2009-04-17
"26","Kalmune","1","1","0","0","0","0","0","1","0",2009,16,2009-04-11,2009-04-17
