"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","223","4","0","2","0","4","1","0","0",2010,30,2010-07-24,2010-07-30
"2","Gampaha","63","4","0","0","0","6","0","1","0",2010,30,2010-07-24,2010-07-30
"3","Kalutara","66","6","1","0","0","5","0","1","0",2010,30,2010-07-24,2010-07-30
"4","Kandy","65","7","2","0","0","1","1","1","0",2010,30,2010-07-24,2010-07-30
"5","Matale","18","3","0","0","0","0","0","1","0",2010,30,2010-07-24,2010-07-30
"6","NuwaraEliya","6","5","0","2","0","4","0","0","0",2010,30,2010-07-24,2010-07-30
"7","Galle","36","12","0","2","0","0","4","1","0",2010,30,2010-07-24,2010-07-30
"8","Hambanthota","35","0","0","0","0","0","2","1","0",2010,30,2010-07-24,2010-07-30
"9","Matara","33","4","0","0","3","2","6","1","0",2010,30,2010-07-24,2010-07-30
"10","Jaffna","29","1","0","9","0","0","0","0","0",2010,30,2010-07-24,2010-07-30
"11","Kilinochchi","2","4","0","0","0","0","0","0","0",2010,30,2010-07-24,2010-07-30
"12","Mannar","22","2","1","1","0","0","0","0","0",2010,30,2010-07-24,2010-07-30
"13","Vavuniya","5","2","0","0","0","0","0","0","0",2010,30,2010-07-24,2010-07-30
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,30,2010-07-24,2010-07-30
"15","Batticaloa","11","2","0","0","0","0","0","0","0",2010,30,2010-07-24,2010-07-30
"16","Ampara","10","0","0","0","0","0","0","0","0",2010,30,2010-07-24,2010-07-30
"17","Trincomalee","8","2","0","0","1","0","0","0","0",2010,30,2010-07-24,2010-07-30
"18","Kurunagala","46","4","0","2","0","2","0","1","0",2010,30,2010-07-24,2010-07-30
"19","Puttalam","26","6","0","2","0","1","0","0","0",2010,30,2010-07-24,2010-07-30
"20","Anuradhapura","21","1","0","1","0","0","0","0","0",2010,30,2010-07-24,2010-07-30
"21","Polonnaruwa","5","2","0","0","0","1","0","0","0",2010,30,2010-07-24,2010-07-30
"22","Badulla","63","2","0","1","0","2","0","0","0",2010,30,2010-07-24,2010-07-30
"23","Monaragala","50","0","0","1","0","0","2","1","0",2010,30,2010-07-24,2010-07-30
"24","Ratnapura","56","2","0","0","0","4","1","2","0",2010,30,2010-07-24,2010-07-30
"25","Kegalle","32","3","1","2","0","8","0","1","0",2010,30,2010-07-24,2010-07-30
"26","Kalmune","3","8","0","0","1","0","0","0","0",2010,30,2010-07-24,2010-07-30
