"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","21","2","0","5","0","11","1","2","0",2010,47,2010-11-20,2010-11-26
"2","Gampaha","21","6","0","3","0","16","1","7","1",2010,47,2010-11-20,2010-11-26
"3","Kalutara","5","1","0","1","0","10","0","0","0",2010,47,2010-11-20,2010-11-26
"4","Kandy","5","2","0","2","0","14","5","8","0",2010,47,2010-11-20,2010-11-26
"5","Matale","5","1","0","0","1","4","0","0","0",2010,47,2010-11-20,2010-11-26
"6","NuwaraEliya","1","4","0","3","0","0","1","0","0",2010,47,2010-11-20,2010-11-26
"7","Galle","0","2","0","1","0","7","0","2","0",2010,47,2010-11-20,2010-11-26
"8","Hambanthota","2","2","0","0","1","6","1","0","0",2010,47,2010-11-20,2010-11-26
"9","Matara","5","1","0","1","0","8","4","0","0",2010,47,2010-11-20,2010-11-26
"10","Jaffna","28","6","0","22","1","0","7","6","0",2010,47,2010-11-20,2010-11-26
"11","Kilinochchi","1","2","0","0","0","0","0","0","0",2010,47,2010-11-20,2010-11-26
"12","Mannar","4","0","0","0","0","0","0","0","1",2010,47,2010-11-20,2010-11-26
"13","Vavuniya","0","2","0","0","0","0","0","0","0",2010,47,2010-11-20,2010-11-26
"14","Mullaitivu","1","0","0","0","0","0","0","0","0",2010,47,2010-11-20,2010-11-26
"15","Batticaloa","7","6","0","3","0","0","0","0","0",2010,47,2010-11-20,2010-11-26
"16","Ampara","0","0","0","0","0","1","0","0","0",2010,47,2010-11-20,2010-11-26
"17","Trincomalee","4","1","0","0","0","0","1","0","0",2010,47,2010-11-20,2010-11-26
"18","Kurunagala","7","19","0","3","4","14","2","3","0",2010,47,2010-11-20,2010-11-26
"19","Puttalam","2","16","0","1","0","1","3","0","0",2010,47,2010-11-20,2010-11-26
"20","Anuradhapura","11","5","0","0","0","2","1","0","0",2010,47,2010-11-20,2010-11-26
"21","Polonnaruwa","2","1","0","1","0","10","0","0","0",2010,47,2010-11-20,2010-11-26
"22","Badulla","3","3","0","5","0","0","1","1","0",2010,47,2010-11-20,2010-11-26
"23","Monaragala","2","1","0","0","0","2","1","1","0",2010,47,2010-11-20,2010-11-26
"24","Ratnapura","8","2","1","0","1","0","0","0","0",2010,47,2010-11-20,2010-11-26
"25","Kegalle","6","3","0","2","2","7","0","1","0",2010,47,2010-11-20,2010-11-26
"26","Kalmune","2","1","0","0","0","0","0","0","0",2010,47,2010-11-20,2010-11-26
