"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","20","05","00","01","00","13","00","00","00",2008,29,2008-07-12,2008-07-18
"2","Gampaha","17","04","00","00","00","03","00","01","00",2008,29,2008-07-12,2008-07-18
"3","Kalutara","10","06","00","00","00","10","00","02","00",2008,29,2008-07-12,2008-07-18
"4","Kandy","02","08","00","00","01","07","02","02","00",2008,29,2008-07-12,2008-07-18
"5","Matale","04","02","00","01","00","12","00","01","00",2008,29,2008-07-12,2008-07-18
"6","NuwaraEliya","00","06","00","00","00","00","00","00","00",2008,29,2008-07-12,2008-07-18
"7","Galle","00","04","00","00","00","02","00","00","00",2008,29,2008-07-12,2008-07-18
"8","Hambanthota","03","08","01","00","00","00","01","01","00",2008,29,2008-07-12,2008-07-18
"9","Matara","09","01","03","00","02","01","04","01","00",2008,29,2008-07-12,2008-07-18
"10","Jaffna","00","00","00","00","00","00","00","00","00",2008,29,2008-07-12,2008-07-18
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,29,2008-07-12,2008-07-18
"12","Mannar","00","01","00","00","00","00","00","00","00",2008,29,2008-07-12,2008-07-18
"13","Vavuniya","00","00","00","00","00","00","00","00","00",2008,29,2008-07-12,2008-07-18
"14","Mullaitivu","00","00","00","00","00","00","00","00","00",2008,29,2008-07-12,2008-07-18
"15","Batticaloa","00","00","00","00","00","00","00","01","00",2008,29,2008-07-12,2008-07-18
"16","Ampara","00","06","00","00","00","01","00","00","00",2008,29,2008-07-12,2008-07-18
"17","Trincomalee","00","04","00","00","00","03","00","00","00",2008,29,2008-07-12,2008-07-18
"18","Kurunagala","00","00","00","01","00","02","00","01","00",2008,29,2008-07-12,2008-07-18
"19","Puttalam","01","00","00","01","00","00","00","00","00",2008,29,2008-07-12,2008-07-18
"20","Anuradhapura","00","00","00","00","00","00","00","01","00",2008,29,2008-07-12,2008-07-18
"21","Polonnaruwa","02","01","00","00","00","00","00","00","00",2008,29,2008-07-12,2008-07-18
"22","Badulla","02","11","00","01","00","01","06","06","00",2008,29,2008-07-12,2008-07-18
"23","Monaragala","00","08","00","01","00","01","00","01","00",2008,29,2008-07-12,2008-07-18
"24","Ratnapura","10","00","01","00","00","00","00","01","00",2008,29,2008-07-12,2008-07-18
"25","Kegalle","07","02","00","01","00","04","00","06","00",2008,29,2008-07-12,2008-07-18
"26","Kalmune","00","01","00","00","00","00","00","01","00",2008,29,2008-07-12,2008-07-18
