"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","144","3","0","1","5","2","0","0","0","4","2","0",2019,8,2019-02-16,2019-02-22
"2","Gampaha","69","1","0","0","0","1","0","0","0","13","0","1",2019,8,2019-02-16,2019-02-22
"3","Kalutara","40","4","0","0","0","4","0","0","0","17","0","0",2019,8,2019-02-16,2019-02-22
"4","Kandy","47","1","0","0","0","1","5","0","0","5","1","0",2019,8,2019-02-16,2019-02-22
"5","Matale","16","2","0","0","0","0","0","0","0","2","0","5",2019,8,2019-02-16,2019-02-22
"6","NuwaraEliya","4","0","0","0","0","0","0","0","0","0","2","0",2019,8,2019-02-16,2019-02-22
"7","Galle","19","0","1","0","0","6","2","0","0","7","2","0",2019,8,2019-02-16,2019-02-22
"8","Hambanthota","12","0","0","0","0","1","3","0","0","13","1","28",2019,8,2019-02-16,2019-02-22
"9","Matara","21","0","0","0","0","6","0","1","0","12","0","8",2019,8,2019-02-16,2019-02-22
"10","Jaffna","86","4","0","1","0","2","20","0","0","9","0","0",2019,8,2019-02-16,2019-02-22
"11","Kilinochchi","6","0","0","0","0","2","1","0","0","1","0","0",2019,8,2019-02-16,2019-02-22
"12","Mannar","1","0","0","0","0","0","0","0","0","0","0","0",2019,8,2019-02-16,2019-02-22
"13","Vavuniya","4","0","0","5","0","1","0","0","0","1","1","0",2019,8,2019-02-16,2019-02-22
"14","Mullaitivu","3","0","0","0","0","0","1","0","0","0","0","0",2019,8,2019-02-16,2019-02-22
"15","Batticaloa","70","0","0","1","0","0","0","0","0","5","0","0",2019,8,2019-02-16,2019-02-22
"16","Ampara","4","1","0","0","0","0","0","0","0","4","0","0",2019,8,2019-02-16,2019-02-22
"17","Trincomalee","19","0","0","0","0","0","0","0","0","16","0","0",2019,8,2019-02-16,2019-02-22
"18","Kurunagala","33","3","0","1","0","5","1","0","0","16","2","24",2019,8,2019-02-16,2019-02-22
"19","Puttalam","15","0","0","1","0","0","1","0","0","3","1","2",2019,8,2019-02-16,2019-02-22
"20","Anuradhapura","12","0","0","0","0","1","1","0","0","11","4","12",2019,8,2019-02-16,2019-02-22
"21","Polonnaruwa","6","1","0","0","0","6","0","0","0","4","1","4",2019,8,2019-02-16,2019-02-22
"22","Badulla","17","0","0","0","0","4","2","0","0","7","4","1",2019,8,2019-02-16,2019-02-22
"23","Monaragala","8","0","0","0","72","6","9","4","0","4","5","2",2019,8,2019-02-16,2019-02-22
"24","Ratnapura","38","2","0","0","4","9","0","0","0","8","6","0",2019,8,2019-02-16,2019-02-22
"25","Kegalle","29","1","1","0","1","2","1","0","0","16","3","1",2019,8,2019-02-16,2019-02-22
"26","Kalmune","19","0","0","0","0","0","0","0","0","4","0","0",2019,8,2019-02-16,2019-02-22
