"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","49","8","0","10","0","12","0","1","0",2010,42,2010-10-16,2010-10-22
"2","Gampaha","12","7","0","1","0","25","1","3","0",2010,42,2010-10-16,2010-10-22
"3","Kalutara","7","5","0","3","0","2","0","1","0",2010,42,2010-10-16,2010-10-22
"4","Kandy","7","3","0","0","0","8","0","2","0",2010,42,2010-10-16,2010-10-22
"5","Matale","3","3","0","1","2","1","0","1","0",2010,42,2010-10-16,2010-10-22
"6","NuwaraEliya","1","3","0","1","0","1","2","1","0",2010,42,2010-10-16,2010-10-22
"7","Galle","4","1","0","1","0","7","0","0","0",2010,42,2010-10-16,2010-10-22
"8","Hambanthota","6","0","0","0","1","2","3","1","0",2010,42,2010-10-16,2010-10-22
"9","Matara","7","2","0","0","1","9","0","0","0",2010,42,2010-10-16,2010-10-22
"10","Jaffna","18","6","0","5","0","0","2","1","0",2010,42,2010-10-16,2010-10-22
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2010,42,2010-10-16,2010-10-22
"12","Mannar","9","0","0","1","0","0","0","0","0",2010,42,2010-10-16,2010-10-22
"13","Vavuniya","0","2","0","0","0","0","0","0","0",2010,42,2010-10-16,2010-10-22
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,42,2010-10-16,2010-10-22
"15","Batticaloa","1","3","0","0","0","0","0","0","0",2010,42,2010-10-16,2010-10-22
"16","Ampara","1","3","0","0","0","0","0","1","0",2010,42,2010-10-16,2010-10-22
"17","Trincomalee","0","3","0","0","0","0","1","0","0",2010,42,2010-10-16,2010-10-22
"18","Kurunagala","4","5","0","0","5","10","2","1","0",2010,42,2010-10-16,2010-10-22
"19","Puttalam","3","3","0","0","0","2","0","0","0",2010,42,2010-10-16,2010-10-22
"20","Anuradhapura","6","1","0","0","0","2","1","1","0",2010,42,2010-10-16,2010-10-22
"21","Polonnaruwa","0","2","0","0","0","2","0","0","0",2010,42,2010-10-16,2010-10-22
"22","Badulla","8","3","0","0","0","3","2","2","0",2010,42,2010-10-16,2010-10-22
"23","Monaragala","6","0","0","3","0","0","4","3","0",2010,42,2010-10-16,2010-10-22
"24","Ratnapura","1","2","0","0","0","4","0","0","0",2010,42,2010-10-16,2010-10-22
"25","Kegalle","3","10","0","1","3","12","1","1","0",2010,42,2010-10-16,2010-10-22
"26","Kalmune","1","2","0","0","0","0","0","0","0",2010,42,2010-10-16,2010-10-22
