"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","72","2","0","1","0","0","0","1","0",2012,25,2012-06-16,2012-06-22
"2","Gampaha","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"3","Kalutara","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"4","Kandy","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"5","Matale","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"6","NuwaraEliya","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"7","Galle","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"8","Hambanthota","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"9","Matara","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"10","Jaffna","0","0","0","1","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"11","Kilinochchi","0","0","0","0","0","1","0","0","0",2012,25,2012-06-16,2012-06-22
"12","Mannar","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"13","Vavuniya","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"14","Mullaitivu","0","1","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"15","Batticaloa","3","2","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"16","Ampara","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"17","Trincomalee","0","0","0","0","0","0","1","0","0",2012,25,2012-06-16,2012-06-22
"18","Kurunagala","14","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"19","Puttalam","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"20","Anuradhapura","6","0","0","0","0","0","0","1","0",2012,25,2012-06-16,2012-06-22
"21","Polonnaruwa","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"22","Badulla","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"23","Monaragala","1","2","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"24","Ratnapura","33","0","0","1","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"25","Kegalle","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
"26","Kalmune","0","0","0","0","0","0","0","0","0",2012,25,2012-06-16,2012-06-22
