"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","54","04","00","01","00","49","00","05","00",2008,13,2008-03-22,2008-03-28
"2","Gampaha","15","04","00","01","49","10","01","01","00",2008,13,2008-03-22,2008-03-28
"3","Kalutara","07","03","00","01","04","13","00","00","00",2008,13,2008-03-22,2008-03-28
"4","Kandy","03","04","00","00","01","05","05","03","00",2008,13,2008-03-22,2008-03-28
"5","Matale","02","05","00","00","00","09","00","01","00",2008,13,2008-03-22,2008-03-28
"6","NuwaraEliya","01","07","00","12","00","01","03","02","00",2008,13,2008-03-22,2008-03-28
"7","Galle","00","03","00","00","00","14","00","00","00",2008,13,2008-03-22,2008-03-28
"8","Hambanthota","01","01","00","00","00","05","05","00","00",2008,13,2008-03-22,2008-03-28
"9","Matara","03","03","00","00","00","10","04","00","00",2008,13,2008-03-22,2008-03-28
"10","Jaffna","00","01","00","09","00","00","02","00","00",2008,13,2008-03-22,2008-03-28
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,13,2008-03-22,2008-03-28
"12","Mannar","03","00","00","03","00","00","00","00","00",2008,13,2008-03-22,2008-03-28
"13","Vavuniya","00","00","00","00","02","01","00","00","00",2008,13,2008-03-22,2008-03-28
"14","Mullaitivu","00","00","00","00","00","00","00","00","00",2008,13,2008-03-22,2008-03-28
"15","Batticaloa","03","02","00","02","00","00","00","02","02",2008,13,2008-03-22,2008-03-28
"16","Ampara","00","02","00","01","00","00","00","00","00",2008,13,2008-03-22,2008-03-28
"17","Trincomalee","08","03","00","00","00","01","00","00","00",2008,13,2008-03-22,2008-03-28
"18","Kurunagala","16","06","01","01","00","04","01","00","02",2008,13,2008-03-22,2008-03-28
"19","Puttalam","13","01","00","01","00","00","00","01","00",2008,13,2008-03-22,2008-03-28
"20","Anuradhapura","03","01","01","00","00","00","00","01","00",2008,13,2008-03-22,2008-03-28
"21","Polonnaruwa","01","00","00","01","00","00","00","02","00",2008,13,2008-03-22,2008-03-28
"22","Badulla","02","04","00","03","00","01","10","03","00",2008,13,2008-03-22,2008-03-28
"23","Monaragala","02","07","00","00","01","07","05","00","00",2008,13,2008-03-22,2008-03-28
"24","Ratnapura","04","07","02","00","00","05","01","01","00",2008,13,2008-03-22,2008-03-28
"25","Kegalle","09","08","02","03","00","11","04","48","00",2008,13,2008-03-22,2008-03-28
"26","Kalmune","04","02","00","01","00","00","00","00","00",2008,13,2008-03-22,2008-03-28
