"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","88","3","0","3","0","3","0","0","0",2009,21,2009-05-17,2009-05-23
"2","Gampaha","128","2","0","0","0","7","0","0","0",2009,21,2009-05-17,2009-05-23
"3","Kalutara","27","6","1","3","0","5","1","0","0",2009,21,2009-05-17,2009-05-23
"4","Kandy","90","6","0","0","0","3","5","1","0",2009,21,2009-05-17,2009-05-23
"5","Matale","17","0","0","0","0","1","0","0","0",2009,21,2009-05-17,2009-05-23
"6","NuwaraEliya","9","9","0","4","0","0","0","1","0",2009,21,2009-05-17,2009-05-23
"7","Galle","8","4","1","0","0","6","0","0","0",2009,21,2009-05-17,2009-05-23
"8","Hambanthota","40","7","0","0","0","3","0","0","0",2009,21,2009-05-17,2009-05-23
"9","Matara","38","2","0","0","1","0","0","2","0",2009,21,2009-05-17,2009-05-23
"10","Jaffna","0","3","0","5","0","0","2","6","0",2009,21,2009-05-17,2009-05-23
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2009,21,2009-05-17,2009-05-23
"12","Mannar","0","2","0","0","0","0","0","1","0",2009,21,2009-05-17,2009-05-23
"13","Vavuniya","2","29","0","0","0","0","0","242","0",2009,21,2009-05-17,2009-05-23
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2009,21,2009-05-17,2009-05-23
"15","Batticaloa","8","20","0","0","0","0","0","0","0",2009,21,2009-05-17,2009-05-23
"16","Ampara","4","2","0","0","0","0","0","0","0",2009,21,2009-05-17,2009-05-23
"17","Trincomalee","3","0","0","0","0","0","1","0","0",2009,21,2009-05-17,2009-05-23
"18","Kurunagala","108","4","0","3","3","2","0","0","0",2009,21,2009-05-17,2009-05-23
"19","Puttalam","9","2","1","1","0","00","1","0","0",2009,21,2009-05-17,2009-05-23
"20","Anuradhapura","13","14","0","0","0","0","0","0","0",2009,21,2009-05-17,2009-05-23
"21","Polonnaruwa","5","2","0","0","0","0","0","0","0",2009,21,2009-05-17,2009-05-23
"22","Badulla","9","3","0","1","0","2","3","2","0",2009,21,2009-05-17,2009-05-23
"23","Monaragala","2","1","0","0","0","0","0","0","0",2009,21,2009-05-17,2009-05-23
"24","Ratnapura","83","11","0","1","0","7","0","0","0",2009,21,2009-05-17,2009-05-23
"25","Kegalle","112","5","0","2","0","6","0","2","0",2009,21,2009-05-17,2009-05-23
"26","Kalmune","5","0","0","0","0","0","0","0","0",2009,21,2009-05-17,2009-05-23
