"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","36","02","00","02","00","08","00","02","00",2008,25,2008-06-14,2008-06-20
"2","Gampaha","12","03","01","00","00","03","00","00","00",2008,25,2008-06-14,2008-06-20
"3","Kalutara","04","09","00","00","00","19","00","00","00",2008,25,2008-06-14,2008-06-20
"4","Kandy","01","04","00","01","05","08","01","02","00",2008,25,2008-06-14,2008-06-20
"5","Matale","00","01","00","01","00","14","00","00","00",2008,25,2008-06-14,2008-06-20
"6","NuwaraEliya","00","02","01","01","00","00","00","02","00",2008,25,2008-06-14,2008-06-20
"7","Galle","02","00","00","01","00","02","00","00","00",2008,25,2008-06-14,2008-06-20
"8","Hambanthota","02","04","00","00","01","01","02","00","00",2008,25,2008-06-14,2008-06-20
"9","Matara","07","04","00","00","00","03","05","01","00",2008,25,2008-06-14,2008-06-20
"10","Jaffna","00","00","00","03","00","00","01","01","00",2008,25,2008-06-14,2008-06-20
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,25,2008-06-14,2008-06-20
"12","Mannar","00","01","00","00","00","00","00","00","00",2008,25,2008-06-14,2008-06-20
"13","Vavuniya","00","01","00","01","02","00","00","00","00",2008,25,2008-06-14,2008-06-20
"14","Mullaitivu","00","00","00","00","00","00","00","00","00",2008,25,2008-06-14,2008-06-20
"15","Batticaloa","00","03","00","00","00","01","00","01","00",2008,25,2008-06-14,2008-06-20
"16","Ampara","00","00","00","00","00","00","00","00","00",2008,25,2008-06-14,2008-06-20
"17","Trincomalee","00","01","00","00","00","00","00","00","00",2008,25,2008-06-14,2008-06-20
"18","Kurunagala","02","01","00","02","00","04","00","02","01",2008,25,2008-06-14,2008-06-20
"19","Puttalam","00","02","00","06","00","06","00","01","00",2008,25,2008-06-14,2008-06-20
"20","Anuradhapura","00","02","00","00","00","03","00","00","00",2008,25,2008-06-14,2008-06-20
"21","Polonnaruwa","02","02","00","00","00","05","01","00","00",2008,25,2008-06-14,2008-06-20
"22","Badulla","01","07","00","04","00","01","00","01","00",2008,25,2008-06-14,2008-06-20
"23","Monaragala","00","05","00","00","10","02","00","01","00",2008,25,2008-06-14,2008-06-20
"24","Ratnapura","02","06","00","00","00","00","02","02","00",2008,25,2008-06-14,2008-06-20
"25","Kegalle","13","03","00","01","00","10","01","10","00",2008,25,2008-06-14,2008-06-20
"26","Kalmune","05","12","00","00","00","00","00","00","00",2008,25,2008-06-14,2008-06-20
