"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","20","04","00","03","06","01","00","01",2007,9,2007-02-24,2007-03-02
"2","Gampaha","05","01","00","00","00","06","00","01",2007,9,2007-02-24,2007-03-02
"3","Kalutara","05","06","00","00","06","01","01","09",2007,9,2007-02-24,2007-03-02
"4","Kandy","07","05","00","03","00","01","02","11",2007,9,2007-02-24,2007-03-02
"5","Matale","01","08","00","00","00","01","00","01",2007,9,2007-02-24,2007-03-02
"6","NuwaraEliya","00","01","00","03","00","00","03","04",2007,9,2007-02-24,2007-03-02
"7","Galle","01","01","00","00","00","00","02","00",2007,9,2007-02-24,2007-03-02
"8","Hambanthota","01","00","00","03","00","01","00","01",2007,9,2007-02-24,2007-03-02
"9","Matara","03","07","00","02","00","10","15","00",2007,9,2007-02-24,2007-03-02
"10","Jaffna","00","00","00","00","00","00","00","00",2007,9,2007-02-24,2007-03-02
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,9,2007-02-24,2007-03-02
"12","Mannar","00","01","00","00","00","00","00","01",2007,9,2007-02-24,2007-03-02
"13","Vavuniya","00","00","00","00","00","00","00","00",2007,9,2007-02-24,2007-03-02
"14","Mullaitivu","00","00","00","00","00","00","00","00",2007,9,2007-02-24,2007-03-02
"15","Batticaloa","01","03","00","00","00","00","00","08",2007,9,2007-02-24,2007-03-02
"16","Ampara","01","01","00","00","00","00","00","00",2007,9,2007-02-24,2007-03-02
"17","Trincomalee","00","00","00","00","00","01","00","01",2007,9,2007-02-24,2007-03-02
"18","Kurunagala","08","03","00","00","00","00","01","02",2007,9,2007-02-24,2007-03-02
"19","Puttalam","02","00","00","01","00","01","00","02",2007,9,2007-02-24,2007-03-02
"20","Anuradhapura","00","01","01","00","00","00","00","00",2007,9,2007-02-24,2007-03-02
"21","Polonnaruwa","01","01","00","00","00","00","00","00",2007,9,2007-02-24,2007-03-02
"22","Badulla","01","04","00","02","00","01","03","08",2007,9,2007-02-24,2007-03-02
"23","Monaragala","00","04","00","00","00","02","01","00",2007,9,2007-02-24,2007-03-02
"24","Ratnapura","01","05","00","00","00","00","00","00",2007,9,2007-02-24,2007-03-02
"25","Kegalle","01","02","00","00","00","00","00","00",2007,9,2007-02-24,2007-03-02
"26","Kalmune","00","05","00","02","00","00","00","06",2007,9,2007-02-24,2007-03-02
