"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","99","3","0","2","0","3","0","0","0",2012,13,2012-03-24,2012-03-30
"2","Gampaha","56","1","0","0","1","3","0","0","0",2012,13,2012-03-24,2012-03-30
"3","Kalutara","23","0","0","0","0","4","0","0","0",2012,13,2012-03-24,2012-03-30
"4","Kandy","28","1","0","0","0","0","2","2","0",2012,13,2012-03-24,2012-03-30
"5","Matale","11","0","0","0","0","1","0","0","0",2012,13,2012-03-24,2012-03-30
"6","NuwaraEliya","9","3","0","3","0","0","3","0","0",2012,13,2012-03-24,2012-03-30
"7","Galle","21","0","1","0","0","8","0","0","0",2012,13,2012-03-24,2012-03-30
"8","Hambanthota","4","0","0","0","0","0","0","1","0",2012,13,2012-03-24,2012-03-30
"9","Matara","28","0","1","0","0","7","1","0","0",2012,13,2012-03-24,2012-03-30
"10","Jaffna","7","3","1","2","1","0","2","0","0",2012,13,2012-03-24,2012-03-30
"11","Kilinochchi","0","0","0","1","0","0","0","0","0",2012,13,2012-03-24,2012-03-30
"12","Mannar","4","1","0","3","0","1","2","0","0",2012,13,2012-03-24,2012-03-30
"13","Vavuniya","0","1","1","0","0","0","0","0","0",2012,13,2012-03-24,2012-03-30
"14","Mullaitivu","0","1","0","0","0","0","0","0","0",2012,13,2012-03-24,2012-03-30
"15","Batticaloa","16","1","0","0","0","0","0","0","0",2012,13,2012-03-24,2012-03-30
"16","Ampara","0","0","0","0","1","0","0","0","0",2012,13,2012-03-24,2012-03-30
"17","Trincomalee","9","2","0","0","0","0","0","0","0",2012,13,2012-03-24,2012-03-30
"18","Kurunagala","19","0","0","1","0","4","0","3","0",2012,13,2012-03-24,2012-03-30
"19","Puttalam","5","0","0","0","0","1","0","0","0",2012,13,2012-03-24,2012-03-30
"20","Anuradhapura","5","1","0","0","0","2","1","1","0",2012,13,2012-03-24,2012-03-30
"21","Polonnaruwa","2","1","0","0","0","1","0","0","0",2012,13,2012-03-24,2012-03-30
"22","Badulla","1","1","0","0","0","2","3","1","0",2012,13,2012-03-24,2012-03-30
"23","Monaragala","2","0","0","0","0","5","4","20","0",2012,13,2012-03-24,2012-03-30
"24","Ratnapura","17","2","0","0","0","3","0","2","0",2012,13,2012-03-24,2012-03-30
"25","Kegalle","24","0","2","0","0","5","1","7","0",2012,13,2012-03-24,2012-03-30
"26","Kalmune","1","3","1","0","0","0","0","0","0",2012,13,2012-03-24,2012-03-30
