"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","128","2","0","19","1","23","0","3","0",2011,43,2011-10-22,2011-10-28
"2","Gampaha","94","1","1","5","0","6","0","17","0",2011,43,2011-10-22,2011-10-28
"3","Kalutara","23","2","0","2","0","9","0","0","0",2011,43,2011-10-22,2011-10-28
"4","Kandy","63","2","0","1","0","2","1","2","0",2011,43,2011-10-22,2011-10-28
"5","Matale","5","15","0","1","0","0","0","1","0",2011,43,2011-10-22,2011-10-28
"6","NuwaraEliya","20","2","0","1","21","0","0","1","0",2011,43,2011-10-22,2011-10-28
"7","Galle","14","1","0","3","0","1","1","0","0",2011,43,2011-10-22,2011-10-28
"8","Hambanthota","2","3","0","1","0","0","3","0","0",2011,43,2011-10-22,2011-10-28
"9","Matara","22","2","0","0","1","3","1","1","0",2011,43,2011-10-22,2011-10-28
"10","Jaffna","4","12","0","11","3","0","2","1","0",2011,43,2011-10-22,2011-10-28
"11","Kilinochchi","1","2","0","1","0","0","0","0","0",2011,43,2011-10-22,2011-10-28
"12","Mannar","8","0","0","0","0","0","0","0","0",2011,43,2011-10-22,2011-10-28
"13","Vavuniya","0","0","0","0","0","0","0","1","0",2011,43,2011-10-22,2011-10-28
"14","Mullaitivu","0","1","0","2","0","0","0","0","0",2011,43,2011-10-22,2011-10-28
"15","Batticaloa","58","3","0","0","0","0","0","0","0",2011,43,2011-10-22,2011-10-28
"16","Ampara","2","8","0","0","0","0","0","1","0",2011,43,2011-10-22,2011-10-28
"17","Trincomalee","0","7","0","0","0","1","0","0","0",2011,43,2011-10-22,2011-10-28
"18","Kurunagala","18","7","0","2","0","5","3","8","0",2011,43,2011-10-22,2011-10-28
"19","Puttalam","7","2","0","0","16","1","0","0","0",2011,43,2011-10-22,2011-10-28
"20","Anuradhapura","11","3","0","0","0","0","1","3","0",2011,43,2011-10-22,2011-10-28
"21","Polonnaruwa","4","2","0","0","0","0","0","0","0",2011,43,2011-10-22,2011-10-28
"22","Badulla","10","9","0","2","0","0","0","2","0",2011,43,2011-10-22,2011-10-28
"23","Monaragala","5","4","0","0","0","0","2","7","0",2011,43,2011-10-22,2011-10-28
"24","Ratnapura","16","1","0","0","0","10","0","6","0",2011,43,2011-10-22,2011-10-28
"25","Kegalle","32","1","0","0","0","9","0","7","0",2011,43,2011-10-22,2011-10-28
"26","Kalmune","0","4","0","1","13","0","0","0","0",2011,43,2011-10-22,2011-10-28
