"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","439","3","3","1","3","16","0","0","0","13","2","0",2020,4,2020-01-18,2020-01-24
"2","Gampaha","238","2","0","0","0","3","0","0","0","19","1","6",2020,4,2020-01-18,2020-01-24
"3","Kalutara","98","0","0","0","0","10","2","0","0","9","1","0",2020,4,2020-01-18,2020-01-24
"4","Kandy","154","0","0","1","0","2","2","1","0","4","1","4",2020,4,2020-01-18,2020-01-24
"5","Matale","64","0","1","0","1","1","0","0","1","2","0","6",2020,4,2020-01-18,2020-01-24
"6","NuwaraEliya","38","3","0","0","0","4","11","0","0","3","0","0",2020,4,2020-01-18,2020-01-24
"7","Galle","131","0","0","1","0","12","3","0","0","17","0","0",2020,4,2020-01-18,2020-01-24
"8","Hambanthota","38","0","0","0","1","5","2","0","0","10","1","37",2020,4,2020-01-18,2020-01-24
"9","Matara","48","1","0","0","0","16","1","2","0","12","0","23",2020,4,2020-01-18,2020-01-24
"10","Jaffna","254","1","0","0","0","1","59","0","0","4","0","0",2020,4,2020-01-18,2020-01-24
"11","Kilinochchi","16","0","0","0","0","0","2","0","0","0","0","0",2020,4,2020-01-18,2020-01-24
"12","Mannar","18","0","0","0","0","0","0","0","0","0","0","0",2020,4,2020-01-18,2020-01-24
"13","Vavuniya","31","3","0","1","0","9","0","0","0","1","1","0",2020,4,2020-01-18,2020-01-24
"14","Mullaitivu","11","0","0","1","0","1","1","0","0","1","0","0",2020,4,2020-01-18,2020-01-24
"15","Batticaloa","228","3","0","0","0","1","0","0","0","3","1","0",2020,4,2020-01-18,2020-01-24
"16","Ampara","47","0","0","0","0","1","0","0","0","5","0","0",2020,4,2020-01-18,2020-01-24
"17","Trincomalee","399","0","0","0","0","1","1","0","0","3","1","0",2020,4,2020-01-18,2020-01-24
"18","Kurunagala","170","1","0","1","0","3","3","1","0","17","1","12",2020,4,2020-01-18,2020-01-24
"19","Puttalam","53","1","0","0","0","2","2","0","0","4","3","1",2020,4,2020-01-18,2020-01-24
"20","Anuradhapura","45","0","0","0","0","23","0","0","0","6","2","8",2020,4,2020-01-18,2020-01-24
"21","Polonnaruwa","21","1","0","0","0","8","0","0","0","9","1","12",2020,4,2020-01-18,2020-01-24
"22","Badulla","54","0","0","0","0","2","0","3","0","8","4","0",2020,4,2020-01-18,2020-01-24
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2020,4,2020-01-18,2020-01-24
"24","Ratnapura","88","3","1","0","1","35","1","2","0","13","5","7",2020,4,2020-01-18,2020-01-24
"25","Kegalle","47","0","0","0","0","9","1","0","0","11","2","0",2020,4,2020-01-18,2020-01-24
"26","Kalmune","159","5","0","0","0","0","0","0","0","15","1","0",2020,4,2020-01-18,2020-01-24
