"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","466","1","0","2","0","1","0","3","0","9","1","0",2016,5,2016-01-23,2016-01-29
"2","Gampaha","51","0","0","2","0","1","0","1","0","1","0","1",2016,5,2016-01-23,2016-01-29
"3","Kalutara","48","2","0","3","0","7","0","0","0","8","0","0",2016,5,2016-01-23,2016-01-29
"4","Kandy","62","3","1","1","1","3","1","2","0","4","1","2",2016,5,2016-01-23,2016-01-29
"5","Matale","9","0","0","1","0","1","2","1","0","0","0","1",2016,5,2016-01-23,2016-01-29
"6","NuwaraEliya","7","1","1","2","0","0","3","0","0","7","0","0",2016,5,2016-01-23,2016-01-29
"7","Galle","42","1","0","0","0","6","2","0","0","2","0","0",2016,5,2016-01-23,2016-01-29
"8","Hambanthota","13","0","0","0","0","3","1","0","0","1","0","18",2016,5,2016-01-23,2016-01-29
"9","Matara","30","3","0","0","0","2","1","2","0","7","0","5",2016,5,2016-01-23,2016-01-29
"10","Jaffna","102","6","0","3","1","1","47","1","0","7","1","0",2016,5,2016-01-23,2016-01-29
"11","Kilinochchi","2","1","0","1","0","0","0","0","0","0","0","0",2016,5,2016-01-23,2016-01-29
"12","Mannar","11","0","0","2","0","1","6","0","0","0","0","0",2016,5,2016-01-23,2016-01-29
"13","Vavuniya","8","0","0","1","0","0","0","0","0","0","0","1",2016,5,2016-01-23,2016-01-29
"14","Mullaitivu","2","0","0","1","0","2","0","0","0","0","1","0",2016,5,2016-01-23,2016-01-29
"15","Batticaloa","10","14","0","0","0","4","0","0","0","0","0","0",2016,5,2016-01-23,2016-01-29
"16","Ampara","0","0","0","0","0","0","0","0","0","0","0","0",2016,5,2016-01-23,2016-01-29
"17","Trincomalee","23","2","0","0","0","0","1","4","0","2","0","0",2016,5,2016-01-23,2016-01-29
"18","Kurunagala","40","3","0","0","0","4","0","0","0","6","0","1",2016,5,2016-01-23,2016-01-29
"19","Puttalam","15","0","0","0","0","3","5","0","0","1","1","0",2016,5,2016-01-23,2016-01-29
"20","Anuradhapura","6","1","0","0","0","5","0","2","0","5","0","6",2016,5,2016-01-23,2016-01-29
"21","Polonnaruwa","11","1","0","1","0","1","0","0","0","0","0","1",2016,5,2016-01-23,2016-01-29
"22","Badulla","6","3","2","0","0","4","0","6","0","4","4","0",2016,5,2016-01-23,2016-01-29
"23","Monaragala","6","1","0","0","0","9","4","6","0","3","2","0",2016,5,2016-01-23,2016-01-29
"24","Ratnapura","28","1","1","1","5","5","0","1","0","3","1","0",2016,5,2016-01-23,2016-01-29
"25","Kegalle","25","2","0","0","1","4","0","0","0","5","2","0",2016,5,2016-01-23,2016-01-29
"26","Kalmune","14","1","0","0","0","0","0","0","1","2","0","0",2016,5,2016-01-23,2016-01-29
