"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","75","2","0","1","0","5","0","0","0","15","0","0",2018,40,2018-09-29,2018-10-05
"2","Gampaha","46","0","0","0","0","2","1","0","0","28","0","1",2018,40,2018-09-29,2018-10-05
"3","Kalutara","28","4","1","0","0","26","0","0","0","27","1","0",2018,40,2018-09-29,2018-10-05
"4","Kandy","41","4","0","0","0","4","0","0","1","6","2","0",2018,40,2018-09-29,2018-10-05
"5","Matale","4","0","0","0","6","2","0","0","0","1","0","4",2018,40,2018-09-29,2018-10-05
"6","NuwaraEliya","5","0","1","0","0","0","6","0","0","3","3","0",2018,40,2018-09-29,2018-10-05
"7","Galle","8","0","1","1","2","10","2","0","0","4","0","0",2018,40,2018-09-29,2018-10-05
"8","Hambanthota","18","0","0","0","0","2","4","0","0","4","3","8",2018,40,2018-09-29,2018-10-05
"9","Matara","16","1","0","1","0","3","0","0","0","6","0","20",2018,40,2018-09-29,2018-10-05
"10","Jaffna","33","8","0","4","1","0","0","0","0","4","0","0",2018,40,2018-09-29,2018-10-05
"11","Kilinochchi","2","0","0","1","3","0","0","0","0","0","0","0",2018,40,2018-09-29,2018-10-05
"12","Mannar","2","0","0","0","0","0","0","0","0","0","0","0",2018,40,2018-09-29,2018-10-05
"13","Vavuniya","4","0","0","3","0","1","0","0","0","0","0","1",2018,40,2018-09-29,2018-10-05
"14","Mullaitivu","2","0","0","0","0","0","0","0","0","0","0","0",2018,40,2018-09-29,2018-10-05
"15","Batticaloa","23","5","0","0","0","0","0","0","0","9","0","0",2018,40,2018-09-29,2018-10-05
"16","Ampara","2","0","0","0","0","0","0","0","0","2","0","0",2018,40,2018-09-29,2018-10-05
"17","Trincomalee","10","0","0","0","0","0","0","0","0","3","0","0",2018,40,2018-09-29,2018-10-05
"18","Kurunagala","20","3","2","0","0","4","0","0","0","12","1","20",2018,40,2018-09-29,2018-10-05
"19","Puttalam","12","4","0","0","0","2","0","0","0","4","0","0",2018,40,2018-09-29,2018-10-05
"20","Anuradhapura","5","2","0","0","0","1","0","0","0","5","2","20",2018,40,2018-09-29,2018-10-05
"21","Polonnaruwa","1","1","0","0","0","0","0","0","0","12","0","2",2018,40,2018-09-29,2018-10-05
"22","Badulla","7","2","0","2","0","5","2","13","0","5","2","0",2018,40,2018-09-29,2018-10-05
"23","Monaragala","9","1","0","0","0","6","3","1","0","1","3","2",2018,40,2018-09-29,2018-10-05
"24","Ratnapura","20","2","0","0","0","13","1","4","0","13","1","3",2018,40,2018-09-29,2018-10-05
"25","Kegalle","9","0","0","0","1","2","4","0","0","9","0","0",2018,40,2018-09-29,2018-10-05
"26","Kalmune","13","4","0","1","0","0","0","0","0","3","2","0",2018,40,2018-09-29,2018-10-05
