"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","823","0","0","1","1","0","0","0","0","3","0","0",2017,16,2017-04-15,2017-04-21
"2","Gampaha","627","0","0","0","0","0","0","1","0","2","0","0",2017,16,2017-04-15,2017-04-21
"3","Kalutara","213","0","0","0","0","5","0","0","0","15","8","0",2017,16,2017-04-15,2017-04-21
"4","Kandy","208","0","1","1","0","1","3","0","0","4","1","1",2017,16,2017-04-15,2017-04-21
"5","Matale","48","0","0","0","0","1","0","0","0","0","0","0",2017,16,2017-04-15,2017-04-21
"6","NuwaraEliya","17","0","0","0","0","1","10","0","0","20","0","0",2017,16,2017-04-15,2017-04-21
"7","Galle","90","0","0","0","0","5","0","0","0","7","0","0",2017,16,2017-04-15,2017-04-21
"8","Hambanthota","134","0","1","1","0","1","0","0","0","5","0","3",2017,16,2017-04-15,2017-04-21
"9","Matara","126","0","0","0","0","5","0","0","0","6","1","4",2017,16,2017-04-15,2017-04-21
"10","Jaffna","137","5","1","0","1","0","6","0","0","9","0","0",2017,16,2017-04-15,2017-04-21
"11","Kilinochchi","11","0","0","0","0","0","0","0","0","0","0","0",2017,16,2017-04-15,2017-04-21
"12","Mannar","25","0","0","0","0","0","0","0","0","0","0","0",2017,16,2017-04-15,2017-04-21
"13","Vavuniya","21","0","0","0","0","0","1","0","0","0","0","0",2017,16,2017-04-15,2017-04-21
"14","Mullaitivu","3","0","0","0","0","0","0","0","0","0","0","0",2017,16,2017-04-15,2017-04-21
"15","Batticaloa","384","4","0","0","0","0","0","0","0","0","0","0",2017,16,2017-04-15,2017-04-21
"16","Ampara","14","0","0","0","0","0","0","0","0","1","0","0",2017,16,2017-04-15,2017-04-21
"17","Trincomalee","199","0","0","0","0","0","0","0","0","2","1","0",2017,16,2017-04-15,2017-04-21
"18","Kurunagala","205","0","0","0","0","0","0","0","1","9","0","3",2017,16,2017-04-15,2017-04-21
"19","Puttalam","94","0","0","1","0","0","0","0","0","2","0","0",2017,16,2017-04-15,2017-04-21
"20","Anuradhapura","71","0","0","0","2","0","0","0","0","11","0","4",2017,16,2017-04-15,2017-04-21
"21","Polonnaruwa","89","0","0","0","0","0","0","0","0","1","0","0",2017,16,2017-04-15,2017-04-21
"22","Badulla","66","0","0","1","0","2","0","1","0","6","1","2",2017,16,2017-04-15,2017-04-21
"23","Monaragala","42","3","0","0","0","1","1","0","0","2","0","0",2017,16,2017-04-15,2017-04-21
"24","Ratnapura","41","3","0","0","0","11","0","1","0","2","1","0",2017,16,2017-04-15,2017-04-21
"25","Kegalle","203","1","0","0","0","0","1","0","0","7","1","0",2017,16,2017-04-15,2017-04-21
"26","Kalmune","103","0","0","0","23","0","0","0","0","4","0","0",2017,16,2017-04-15,2017-04-21
