"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","25","11","00","00","02","02","00","09",2007,29,2007-07-14,2007-07-20
"2","Gampaha","19","08","02","01","00","01","01","02",2007,29,2007-07-14,2007-07-20
"3","Kalutara","06","09","00","02","02","00","00","02",2007,29,2007-07-14,2007-07-20
"4","Kandy","07","06","00","02","00","01","03","39",2007,29,2007-07-14,2007-07-20
"5","Matale","00","00","00","01","00","00","01","01",2007,29,2007-07-14,2007-07-20
"6","NuwaraEliya","02","07","00","04","00","00","00","24",2007,29,2007-07-14,2007-07-20
"7","Galle","01","03","00","00","00","02","00","00",2007,29,2007-07-14,2007-07-20
"8","Hambanthota","01","05","00","00","00","01","00","00",2007,29,2007-07-14,2007-07-20
"9","Matara","01","17","00","00","00","05","01","01",2007,29,2007-07-14,2007-07-20
"10","Jaffna","00","00","00","00","00","00","00","00",2007,29,2007-07-14,2007-07-20
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,29,2007-07-14,2007-07-20
"12","Mannar","00","00","00","01","00","00","00","00",2007,29,2007-07-14,2007-07-20
"13","Vavuniya","00","01","00","00","02","00","00","00",2007,29,2007-07-14,2007-07-20
"14","Mullaitivu","00","00","00","00","00","00","00","00",2007,29,2007-07-14,2007-07-20
"15","Batticaloa","01","13","00","00","00","00","00","29",2007,29,2007-07-14,2007-07-20
"16","Ampara","00","00","00","00","00","00","00","00",2007,29,2007-07-14,2007-07-20
"17","Trincomalee","01","01","00","01","00","00","01","01",2007,29,2007-07-14,2007-07-20
"18","Kurunagala","16","08","00","02","00","01","01","02",2007,29,2007-07-14,2007-07-20
"19","Puttalam","00","03","00","03","00","00","00","02",2007,29,2007-07-14,2007-07-20
"20","Anuradhapura","07","04","00","00","01","00","00","01",2007,29,2007-07-14,2007-07-20
"21","Polonnaruwa","00","01","00","00","00","00","00","00",2007,29,2007-07-14,2007-07-20
"22","Badulla","01","28","00","01","00","00","01","03",2007,29,2007-07-14,2007-07-20
"23","Monaragala","05","12","00","00","00","01","04","01",2007,29,2007-07-14,2007-07-20
"24","Ratnapura","05","01","00","01","00","02","00","00",2007,29,2007-07-14,2007-07-20
"25","Kegalle","03","08","00","01","00","01","00","14",2007,29,2007-07-14,2007-07-20
"26","Kalmune","00","04","00","00","00","00","00","05",2007,29,2007-07-14,2007-07-20
