"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","250","5","0","4","1","17","0","0","0",2011,21,2011-05-21,2011-05-27
"2","Gampaha","55","2","0","2","0","8","1","1","0",2011,21,2011-05-21,2011-05-27
"3","Kalutara","60","1","0","0","0","4","0","0","0",2011,21,2011-05-21,2011-05-27
"4","Kandy","17","4","0","0","0","6","2","3","0",2011,21,2011-05-21,2011-05-27
"5","Matale","16","3","0","0","0","12","0","0","1",2011,21,2011-05-21,2011-05-27
"6","NuwaraEliya","6","5","0","1","0","1","3","0","0",2011,21,2011-05-21,2011-05-27
"7","Galle","14","2","0","0","0","5","0","0","0",2011,21,2011-05-21,2011-05-27
"8","Hambanthota","18","2","0","0","0","19","2","0","0",2011,21,2011-05-21,2011-05-27
"9","Matara","13","2","0","0","2","14","3","1","0",2011,21,2011-05-21,2011-05-27
"10","Jaffna","5","5","0","6","1","0","2","2","0",2011,21,2011-05-21,2011-05-27
"11","Kilinochchi","0","1","0","0","5","0","0","0","0",2011,21,2011-05-21,2011-05-27
"12","Mannar","0","0","0","0","9","0","0","0","0",2011,21,2011-05-21,2011-05-27
"13","Vavuniya","2","1","0","0","0","0","0","0","0",2011,21,2011-05-21,2011-05-27
"14","Mullaitivu","1","0","0","1","0","2","0","0","0",2011,21,2011-05-21,2011-05-27
"15","Batticaloa","31","24","0","1","1","2","0","0","0",2011,21,2011-05-21,2011-05-27
"16","Ampara","3","4","0","0","0","1","0","0","0",2011,21,2011-05-21,2011-05-27
"17","Trincomalee","4","18","0","0","0","4","0","1","0",2011,21,2011-05-21,2011-05-27
"18","Kurunagala","27","18","0","2","3","66","0","1","1",2011,21,2011-05-21,2011-05-27
"19","Puttalam","6","5","0","1","0","0","1","0","0",2011,21,2011-05-21,2011-05-27
"20","Anuradhapura","9","4","0","0","0","12","3","1","0",2011,21,2011-05-21,2011-05-27
"21","Polonnaruwa","7","6","0","0","0","0","0","1","0",2011,21,2011-05-21,2011-05-27
"22","Badulla","6","17","0","3","0","0","3","1","0",2011,21,2011-05-21,2011-05-27
"23","Monaragala","4","2","1","1","0","1","0","0","0",2011,21,2011-05-21,2011-05-27
"24","Ratnapura","13","16","0","1","0","17","0","1","0",2011,21,2011-05-21,2011-05-27
"25","Kegalle","12","3","0","2","0","9","0","3","0",2011,21,2011-05-21,2011-05-27
"26","Kalmune","0","26","0","0","1","0","0","0","0",2011,21,2011-05-21,2011-05-27
