"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","61","8","0","5","2","13","0","1","0",2010,20,2010-05-15,2010-05-21
"2","Gampaha","7","0","0","0","0","5","0","0","0",2010,20,2010-05-15,2010-05-21
"3","Kalutara","23","2","0","0","0","0","0","0","0",2010,20,2010-05-15,2010-05-21
"4","Kandy","18","15","0","2","0","8","4","0","0",2010,20,2010-05-15,2010-05-21
"5","Matale","13","2","0","0","3","2","0","1","0",2010,20,2010-05-15,2010-05-21
"6","NuwaraEliya","1","13","0","2","0","0","2","0","0",2010,20,2010-05-15,2010-05-21
"7","Galle","30","14","0","0","0","3","0","0","0",2010,20,2010-05-15,2010-05-21
"8","Hambanthota","3","5","0","0","0","2","0","0","0",2010,20,2010-05-15,2010-05-21
"9","Matara","8","7","0","0","0","7","0","1","0",2010,20,2010-05-15,2010-05-21
"10","Jaffna","11","4","0","6","0","0","0","0","0",2010,20,2010-05-15,2010-05-21
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2010,20,2010-05-15,2010-05-21
"12","Mannar","4","3","0","1","3","0","0","0","0",2010,20,2010-05-15,2010-05-21
"13","Vavuniya","1","1","10","1","0","0","1","0","0",2010,20,2010-05-15,2010-05-21
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,20,2010-05-15,2010-05-21
"15","Batticaloa","10","0","0","0","0","0","0","1","0",2010,20,2010-05-15,2010-05-21
"16","Ampara","0","0","0","0","0","0","0","0","0",2010,20,2010-05-15,2010-05-21
"17","Trincomalee","3","3","0","0","1","0","0","0","0",2010,20,2010-05-15,2010-05-21
"18","Kurunagala","20","11","1","0","0","5","1","0","0",2010,20,2010-05-15,2010-05-21
"19","Puttalam","5","2","0","1","0","0","0","2","0",2010,20,2010-05-15,2010-05-21
"20","Anuradhapura","2","2","0","0","3","2","1","0","0",2010,20,2010-05-15,2010-05-21
"21","Polonnaruwa","0","0","0","0","0","0","0","0","0",2010,20,2010-05-15,2010-05-21
"22","Badulla","2","1","0","0","0","0","1","1","0",2010,20,2010-05-15,2010-05-21
"23","Monaragala","3","9","0","0","0","1","1","2","0",2010,20,2010-05-15,2010-05-21
"24","Ratnapura","46","8","0","0","0","5","0","1","0",2010,20,2010-05-15,2010-05-21
"25","Kegalle","7","7","0","0","2","5","0","0","0",2010,20,2010-05-15,2010-05-21
"26","Kalmune","0","2","0","0","0","0","0","0","0",2010,20,2010-05-15,2010-05-21
