"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","131","2","0","6","0","5","0","3","0",2012,16,2012-04-14,2012-04-20
"2","Gampaha","115","0","0","0","2","5","0","6","0",2012,16,2012-04-14,2012-04-20
"3","Kalutara","44","0","0","1","0","6","1","1","0",2012,16,2012-04-14,2012-04-20
"4","Kandy","35","2","0","1","0","1","1","1","0",2012,16,2012-04-14,2012-04-20
"5","Matale","11","5","0","0","0","2","2","2","0",2012,16,2012-04-14,2012-04-20
"6","NuwaraEliya","11","4","0","0","0","2","2","0","0",2012,16,2012-04-14,2012-04-20
"7","Galle","27","2","0","0","6","2","4","0","0",2012,16,2012-04-14,2012-04-20
"8","Hambanthota","13","2","1","0","0","0","1","0","0",2012,16,2012-04-14,2012-04-20
"9","Matara","23","1","0","0","0","3","2","1","0",2012,16,2012-04-14,2012-04-20
"10","Jaffna","7","3","1","5","0","0","3","0","0",2012,16,2012-04-14,2012-04-20
"11","Kilinochchi","1","0","0","2","0","0","1","1","0",2012,16,2012-04-14,2012-04-20
"12","Mannar","4","1","0","2","0","0","2","0","0",2012,16,2012-04-14,2012-04-20
"13","Vavuniya","0","0","0","0","0","0","0","0","0",2012,16,2012-04-14,2012-04-20
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2012,16,2012-04-14,2012-04-20
"15","Batticaloa","11","0","0","0","0","0","0","0","0",2012,16,2012-04-14,2012-04-20
"16","Ampara","1","0","0","0","0","0","0","0","0",2012,16,2012-04-14,2012-04-20
"17","Trincomalee","1","3","0","0","0","0","0","0","0",2012,16,2012-04-14,2012-04-20
"18","Kurunagala","26","3","0","3","1","3","1","2","0",2012,16,2012-04-14,2012-04-20
"19","Puttalam","9","0","0","1","0","0","0","0","0",2012,16,2012-04-14,2012-04-20
"20","Anuradhapura","7","0","0","0","0","1","1","3","0",2012,16,2012-04-14,2012-04-20
"21","Polonnaruwa","3","0","0","0","0","0","0","0","0",2012,16,2012-04-14,2012-04-20
"22","Badulla","7","1","0","1","0","0","2","0","0",2012,16,2012-04-14,2012-04-20
"23","Monaragala","1","1","1","0","0","1","0","4","0",2012,16,2012-04-14,2012-04-20
"24","Ratnapura","50","4","2","4","0","4","2","0","0",2012,16,2012-04-14,2012-04-20
"25","Kegalle","49","0","0","0","0","6","1","10","0",2012,16,2012-04-14,2012-04-20
"26","Kalmune","0","1","0","0","2","1","0","1","0",2012,16,2012-04-14,2012-04-20
