"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","122","3","0","0","1","13","0","4","0","9","0","0",2015,41,2015-10-03,2015-10-09
"2","Gampaha","46","4","2","1","0","10","0","1","0","6","0","0",2015,41,2015-10-03,2015-10-09
"3","Kalutara","13","1","1","0","0","15","0","1","1","2","1","0",2015,41,2015-10-03,2015-10-09
"4","Kandy","16","2","0","0","1","3","0","5","0","6","1","0",2015,41,2015-10-03,2015-10-09
"5","Matale","2","0","0","0","0","0","0","1","0","0","1","0",2015,41,2015-10-03,2015-10-09
"6","NuwaraEliya","3","1","0","1","0","1","2","3","0","1","0","0",2015,41,2015-10-03,2015-10-09
"7","Galle","10","0","0","0","0","4","5","1","0","4","0","0",2015,41,2015-10-03,2015-10-09
"8","Hambanthota","8","5","0","0","0","2","0","1","0","0","0","26",2015,41,2015-10-03,2015-10-09
"9","Matara","10","0","0","0","0","13","2","6","0","5","0","5",2015,41,2015-10-03,2015-10-09
"10","Jaffna","3","37","0","1","1","1","3","0","0","0","1","0",2015,41,2015-10-03,2015-10-09
"11","Kilinochchi","0","4","0","0","0","0","0","0","0","0","0","0",2015,41,2015-10-03,2015-10-09
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2015,41,2015-10-03,2015-10-09
"13","Vavuniya","2","0","0","2","0","0","0","0","0","1","0","0",2015,41,2015-10-03,2015-10-09
"14","Mullaitivu","1","0","0","0","0","0","0","0","0","0","0","0",2015,41,2015-10-03,2015-10-09
"15","Batticaloa","4","0","0","0","1","0","0","0","0","0","0","0",2015,41,2015-10-03,2015-10-09
"16","Ampara","2","1","0","0","0","0","0","2","0","1","0","0",2015,41,2015-10-03,2015-10-09
"17","Trincomalee","1","2","0","0","0","0","0","5","0","1","0","0",2015,41,2015-10-03,2015-10-09
"18","Kurunagala","9","6","0","0","2","2","0","1","0","3","0","4",2015,41,2015-10-03,2015-10-09
"19","Puttalam","0","1","0","0","0","0","0","0","0","0","0","0",2015,41,2015-10-03,2015-10-09
"20","Anuradhapura","1","12","0","0","0","1","0","1","0","1","0","12",2015,41,2015-10-03,2015-10-09
"21","Polonnaruwa","2","1","0","0","0","0","0","0","0","2","0","1",2015,41,2015-10-03,2015-10-09
"22","Badulla","2","7","0","0","2","2","0","2","0","0","2","0",2015,41,2015-10-03,2015-10-09
"23","Monaragala","1","1","0","0","0","1","2","10","0","2","1","0",2015,41,2015-10-03,2015-10-09
"24","Ratnapura","9","2","0","1","0","11","2","3","0","4","1","0",2015,41,2015-10-03,2015-10-09
"25","Kegalle","7","0","0","2","0","5","2","1","0","8","4","0",2015,41,2015-10-03,2015-10-09
"26","Kalmune","2","1","0","0","0","0","0","0","0","2","0","0",2015,41,2015-10-03,2015-10-09
