"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","162","6","1","3","1","3","0","2","0",2013,4,2013-01-19,2013-01-25
"2","Gampaha","73","4","1","1","0","5","0","4","0",2013,4,2013-01-19,2013-01-25
"3","Kalutara","32","5","0","0","0","6","0","0","0",2013,4,2013-01-19,2013-01-25
"4","Kandy","13","0","0","0","0","0","0","0","0",2013,4,2013-01-19,2013-01-25
"5","Matale","5","3","0","0","0","1","1","0","0",2013,4,2013-01-19,2013-01-25
"6","NuwaraEliya","4","1","0","0","0","0","1","0","0",2013,4,2013-01-19,2013-01-25
"7","Galle","4","1","0","0","0","2","2","2","0",2013,4,2013-01-19,2013-01-25
"8","Hambanthota","3","1","0","0","0","1","3","2","0",2013,4,2013-01-19,2013-01-25
"9","Matara","16","1","1","0","0","0","1","2","1",2013,4,2013-01-19,2013-01-25
"10","Jaffna","16","2","0","12","0","0","16","2","0",2013,4,2013-01-19,2013-01-25
"11","Kilinochchi","1","0","0","0","0","0","0","0","0",2013,4,2013-01-19,2013-01-25
"12","Mannar","3","1","1","2","11","2","0","0","0",2013,4,2013-01-19,2013-01-25
"13","Vavuniya","0","3","1","1","1","0","0","0","0",2013,4,2013-01-19,2013-01-25
"14","Mullaitivu","0","1","0","0","0","1","0","0","0",2013,4,2013-01-19,2013-01-25
"15","Batticaloa","15","3","0","0","0","1","0","0","0",2013,4,2013-01-19,2013-01-25
"16","Ampara","5","0","0","0","0","1","0","0","0",2013,4,2013-01-19,2013-01-25
"17","Trincomalee","5","0","0","0","0","0","0","0","0",2013,4,2013-01-19,2013-01-25
"18","Kurunagala","130","3","1","1","0","0","2","0","0",2013,4,2013-01-19,2013-01-25
"19","Puttalam","22","1","0","0","0","0","0","0","0",2013,4,2013-01-19,2013-01-25
"20","Anuradhapura","6","0","0","0","0","2","0","0","0",2013,4,2013-01-19,2013-01-25
"21","Polonnaruwa","21","9","0","1","0","24","0","1","0",2013,4,2013-01-19,2013-01-25
"22","Badulla","9","4","0","1","0","2","0","0","0",2013,4,2013-01-19,2013-01-25
"23","Monaragala","3","0","0","0","0","5","0","0","0",2013,4,2013-01-19,2013-01-25
"24","Ratnapura","26","7","9","0","0","2","0","0","0",2013,4,2013-01-19,2013-01-25
"25","Kegalle","28","0","0","0","0","1","4","2","0",2013,4,2013-01-19,2013-01-25
"26","Kalmune","5","0","0","0","0","0","0","0","0",2013,4,2013-01-19,2013-01-25
