"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","78","1","0","0","0","1","0","2","0",2012,35,2012-08-25,2012-08-31
"2","Gampaha","51","2","0","1","0","5","0","4","0",2012,35,2012-08-25,2012-08-31
"3","Kalutara","33","2","0","1","0","2","0","1","0",2012,35,2012-08-25,2012-08-31
"4","Kandy","28","3","0","0","2","0","2","1","0",2012,35,2012-08-25,2012-08-31
"5","Matale","15","3","0","0","0","0","0","0","0",2012,35,2012-08-25,2012-08-31
"6","NuwaraEliya","1","1","0","0","0","0","0","0","0",2012,35,2012-08-25,2012-08-31
"7","Galle","25","2","0","0","0","1","4","0","0",2012,35,2012-08-25,2012-08-31
"8","Hambanthota","11","0","0","0","2","0","0","2","0",2012,35,2012-08-25,2012-08-31
"9","Matara","28","1","0","0","0","4","1","10","0",2012,35,2012-08-25,2012-08-31
"10","Jaffna","5","3","0","1","1","0","0","2","0",2012,35,2012-08-25,2012-08-31
"11","Kilinochchi","2","0","0","0","0","0","0","0","0",2012,35,2012-08-25,2012-08-31
"12","Mannar","4","2","0","0","2","2","0","0","0",2012,35,2012-08-25,2012-08-31
"13","Vavuniya","0","0","0","0","0","0","0","0","0",2012,35,2012-08-25,2012-08-31
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2012,35,2012-08-25,2012-08-31
"15","Batticaloa","2","2","0","0","0","0","0","0","0",2012,35,2012-08-25,2012-08-31
"16","Ampara","2","1","0","0","0","0","0","0","0",2012,35,2012-08-25,2012-08-31
"17","Trincomalee","0","5","0","0","1","0","1","0","0",2012,35,2012-08-25,2012-08-31
"18","Kurunagala","17","3","0","0","0","1","0","2","0",2012,35,2012-08-25,2012-08-31
"19","Puttalam","11","5","0","0","0","0","0","1","0",2012,35,2012-08-25,2012-08-31
"20","Anuradhapura","4","3","0","0","2","0","0","0","0",2012,35,2012-08-25,2012-08-31
"21","Polonnaruwa","0","0","0","0","0","0","0","0","0",2012,35,2012-08-25,2012-08-31
"22","Badulla","5","1","0","0","0","0","3","0","0",2012,35,2012-08-25,2012-08-31
"23","Monaragala","6","0","0","0","0","0","0","0","0",2012,35,2012-08-25,2012-08-31
"24","Ratnapura","52","3","0","0","1","4","1","1","0",2012,35,2012-08-25,2012-08-31
"25","Kegalle","32","1","0","0","0","0","2","24","0",2012,35,2012-08-25,2012-08-31
"26","Kalmune","0","5","0","0","0","0","0","0","0",2012,35,2012-08-25,2012-08-31
