"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","97","2","2","2","0","5","0","1","0","23","5","1",2018,37,2018-09-08,2018-09-14
"2","Gampaha","92","3","0","1","1","9","0","0","0","13","3","2",2018,37,2018-09-08,2018-09-14
"3","Kalutara","28","2","0","0","1","15","0","1","0","10","3","0",2018,37,2018-09-08,2018-09-14
"4","Kandy","73","2","0","0","2","4","2","2","0","6","0","2",2018,37,2018-09-08,2018-09-14
"5","Matale","7","0","0","0","0","2","0","1","0","1","2","4",2018,37,2018-09-08,2018-09-14
"6","NuwaraEliya","1","0","0","2","0","1","1","2","0","1","2","0",2018,37,2018-09-08,2018-09-14
"7","Galle","7","2","0","0","0","3","1","1","0","13","0","0",2018,37,2018-09-08,2018-09-14
"8","Hambanthota","7","0","0","0","1","3","4","0","0","2","2","37",2018,37,2018-09-08,2018-09-14
"9","Matara","21","0","0","0","0","4","1","0","0","4","0","20",2018,37,2018-09-08,2018-09-14
"10","Jaffna","38","0","0","0","0","0","0","0","0","5","0","0",2018,37,2018-09-08,2018-09-14
"11","Kilinochchi","14","1","0","0","0","0","0","0","0","2","0","0",2018,37,2018-09-08,2018-09-14
"12","Mannar","2","0","0","0","0","0","0","0","0","0","0","0",2018,37,2018-09-08,2018-09-14
"13","Vavuniya","4","0","0","0","0","0","0","0","0","0","0","0",2018,37,2018-09-08,2018-09-14
"14","Mullaitivu","1","0","0","0","0","0","0","0","0","1","0","0",2018,37,2018-09-08,2018-09-14
"15","Batticaloa","20","5","0","0","2","0","0","0","0","3","0","0",2018,37,2018-09-08,2018-09-14
"16","Ampara","3","1","0","0","0","0","0","0","0","17","1","0",2018,37,2018-09-08,2018-09-14
"17","Trincomalee","7","0","0","0","0","0","0","1","0","3","0","0",2018,37,2018-09-08,2018-09-14
"18","Kurunagala","20","1","0","0","0","1","1","0","0","13","3","16",2018,37,2018-09-08,2018-09-14
"19","Puttalam","17","0","0","0","6","1","0","0","0","4","2","0",2018,37,2018-09-08,2018-09-14
"20","Anuradhapura","6","3","0","0","0","0","0","1","1","4","0","8",2018,37,2018-09-08,2018-09-14
"21","Polonnaruwa","5","4","0","0","0","0","0","0","0","8","1","11",2018,37,2018-09-08,2018-09-14
"22","Badulla","18","3","1","1","0","2","4","2","0","6","2","0",2018,37,2018-09-08,2018-09-14
"23","Monaragala","7","2","0","0","0","1","4","4","0","6","5","0",2018,37,2018-09-08,2018-09-14
"24","Ratnapura","13","3","0","0","0","16","0","1","0","5","2","1",2018,37,2018-09-08,2018-09-14
"25","Kegalle","17","0","0","0","1","19","4","1","0","16","2","2",2018,37,2018-09-08,2018-09-14
"26","Kalmune","10","4","0","0","0","0","0","0","0","4","1","0",2018,37,2018-09-08,2018-09-14
