"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","236","4","0","2","3","2","0","3","0","6","1","0",2016,35,2016-08-20,2016-08-26
"2","Gampaha","46","2","0","1","0","1","0","0","0","4","1","0",2016,35,2016-08-20,2016-08-26
"3","Kalutara","15","0","0","0","3","6","0","0","0","3","5","0",2016,35,2016-08-20,2016-08-26
"4","Kandy","85","2","0","1","0","1","2","1","0","20","0","0",2016,35,2016-08-20,2016-08-26
"5","Matale","22","0","0","0","0","1","1","0","0","0","0","0",2016,35,2016-08-20,2016-08-26
"6","NuwaraEliya","8","3","0","0","7","3","0","0","0","2","1","0",2016,35,2016-08-20,2016-08-26
"7","Galle","15","1","0","0","0","0","3","0","0","1","1","0",2016,35,2016-08-20,2016-08-26
"8","Hambanthota","10","1","0","0","0","0","0","3","0","1","0","13",2016,35,2016-08-20,2016-08-26
"9","Matara","29","6","0","0","3","2","1","0","0","5","0","4",2016,35,2016-08-20,2016-08-26
"10","Jaffna","21","6","0","4","3","0","0","0","0","1","1","0",2016,35,2016-08-20,2016-08-26
"11","Kilinochchi","0","1","0","0","3","0","0","0","0","0","0","0",2016,35,2016-08-20,2016-08-26
"12","Mannar","1","0","0","0","0","0","0","0","0","0","0","0",2016,35,2016-08-20,2016-08-26
"13","Vavuniya","2","0","0","1","0","0","0","0","0","0","0","0",2016,35,2016-08-20,2016-08-26
"14","Mullaitivu","0","0","0","0","1","0","0","0","1","2","0","0",2016,35,2016-08-20,2016-08-26
"15","Batticaloa","7","5","3","3","0","0","0","0","0","1","0","0",2016,35,2016-08-20,2016-08-26
"16","Ampara","0","0","0","0","0","0","0","0","0","0","0","0",2016,35,2016-08-20,2016-08-26
"17","Trincomalee","3","0","0","0","0","0","0","0","0","0","0","0",2016,35,2016-08-20,2016-08-26
"18","Kurunagala","32","6","0","0","0","2","1","0","0","7","2","3",2016,35,2016-08-20,2016-08-26
"19","Puttalam","14","0","0","0","0","1","0","0","0","2","4","0",2016,35,2016-08-20,2016-08-26
"20","Anuradhapura","8","2","0","0","0","1","1","0","0","3","2","4",2016,35,2016-08-20,2016-08-26
"21","Polonnaruwa","6","0","0","0","0","2","1","1","0","2","0","1",2016,35,2016-08-20,2016-08-26
"22","Badulla","14","2","0","0","0","1","1","1","0","10","6","0",2016,35,2016-08-20,2016-08-26
"23","Monaragala","8","1","0","0","0","0","0","1","0","0","0","0",2016,35,2016-08-20,2016-08-26
"24","Ratnapura","33","1","1","0","0","5","1","4","0","4","0","0",2016,35,2016-08-20,2016-08-26
"25","Kegalle","17","0","0","1","0","0","0","0","0","6","1","0",2016,35,2016-08-20,2016-08-26
"26","Kalmune","2","3","0","0","0","0","0","0","0","0","0","0",2016,35,2016-08-20,2016-08-26
