"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","219","0","0","0","0","4","0","2","0","8","0","0",2017,37,2017-09-09,2017-09-15
"2","Gampaha","245","1","1","0","0","5","2","0","0","2","0","0",2017,37,2017-09-09,2017-09-15
"3","Kalutara","170","1","0","1","0","27","0","1","0","6","3","0",2017,37,2017-09-09,2017-09-15
"4","Kandy","206","0","0","0","0","3","1","0","0","2","2","0",2017,37,2017-09-09,2017-09-15
"5","Matale","35","0","0","0","0","0","0","0","0","1","0","0",2017,37,2017-09-09,2017-09-15
"6","NuwaraEliya","8","0","0","1","0","3","10","0","0","1","0","0",2017,37,2017-09-09,2017-09-15
"7","Galle","70","2","1","0","0","9","2","0","0","3","3","0",2017,37,2017-09-09,2017-09-15
"8","Hambanthota","48","0","0","0","0","0","2","1","0","2","0","6",2017,37,2017-09-09,2017-09-15
"9","Matara","66","0","0","0","0","7","1","0","0","3","0","6",2017,37,2017-09-09,2017-09-15
"10","Jaffna","75","21","1","0","2","0","4","0","0","4","3","0",2017,37,2017-09-09,2017-09-15
"11","Kilinochchi","15","0","0","0","0","1","0","0","0","0","1","0",2017,37,2017-09-09,2017-09-15
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2017,37,2017-09-09,2017-09-15
"13","Vavuniya","10","0","0","5","0","0","0","0","0","3","0","0",2017,37,2017-09-09,2017-09-15
"14","Mullaitivu","5","2","0","0","0","1","0","0","0","0","0","0",2017,37,2017-09-09,2017-09-15
"15","Batticaloa","33","3","0","0","0","1","0","0","0","4","0","0",2017,37,2017-09-09,2017-09-15
"16","Ampara","13","1","0","0","0","0","0","0","0","0","1","1",2017,37,2017-09-09,2017-09-15
"17","Trincomalee","8","0","0","4","1","1","0","0","0","5","0","0",2017,37,2017-09-09,2017-09-15
"18","Kurunagala","102","4","0","0","1","0","0","1","0","1","2","7",2017,37,2017-09-09,2017-09-15
"19","Puttalam","75","1","0","0","0","2","0","0","0","2","2","0",2017,37,2017-09-09,2017-09-15
"20","Anuradhapura","20","0","0","0","0","1","0","0","0","2","2","6",2017,37,2017-09-09,2017-09-15
"21","Polonnaruwa","9","1","0","0","0","0","0","0","0","2","0","0",2017,37,2017-09-09,2017-09-15
"22","Badulla","65","4","1","0","0","4","6","1","0","10","2","1",2017,37,2017-09-09,2017-09-15
"23","Monaragala","62","5","0","0","0","1","6","0","0","1","3","0",2017,37,2017-09-09,2017-09-15
"24","Ratnapura","160","7","0","0","0","8","1","1","0","1","0","0",2017,37,2017-09-09,2017-09-15
"25","Kegalle","126","2","0","0","0","7","0","0","0","6","1","0",2017,37,2017-09-09,2017-09-15
"26","Kalmune","26","4","0","0","0","1","0","0","0","1","0","0",2017,37,2017-09-09,2017-09-15
