"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","194","2","0","1","0","4","0","0","0","7","1","0",2015,2,2015-01-03,2015-01-09
"2","Gampaha","50","0","0","0","0","1","0","1","0","0","0","0",2015,2,2015-01-03,2015-01-09
"3","Kalutara","33","1","0","0","1","2","0","0","0","1","0","0",2015,2,2015-01-03,2015-01-09
"4","Kandy","20","1","0","1","0","0","4","3","0","2","0","1",2015,2,2015-01-03,2015-01-09
"5","Matale","9","1","0","0","0","0","0","0","0","0","0","0",2015,2,2015-01-03,2015-01-09
"6","NuwaraEliya","2","5","0","0","0","0","0","2","0","0","1","0",2015,2,2015-01-03,2015-01-09
"7","Galle","7","2","0","0","1","0","0","0","0","5","0","0",2015,2,2015-01-03,2015-01-09
"8","Hambanthota","5","0","0","3","0","7","1","0","0","2","0","5",2015,2,2015-01-03,2015-01-09
"9","Matara","8","1","0","1","0","5","1","0","0","4","1","3",2015,2,2015-01-03,2015-01-09
"10","Jaffna","114","18","0","8","0","2","73","0","0","2","0","0",2015,2,2015-01-03,2015-01-09
"11","Kilinochchi","0","0","0","0","0","0","0","0","0","0","0","0",2015,2,2015-01-03,2015-01-09
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2015,2,2015-01-03,2015-01-09
"13","Vavuniya","2","2","0","1","0","0","1","0","0","0","0","0",2015,2,2015-01-03,2015-01-09
"14","Mullaitivu","8","0","0","0","0","0","0","0","0","0","0","0",2015,2,2015-01-03,2015-01-09
"15","Batticaloa","20","1","0","0","0","0","0","0","0","0","0","0",2015,2,2015-01-03,2015-01-09
"16","Ampara","1","3","0","0","0","0","0","0","0","3","1","0",2015,2,2015-01-03,2015-01-09
"17","Trincomalee","12","0","0","0","0","4","0","0","0","0","0","0",2015,2,2015-01-03,2015-01-09
"18","Kurunagala","18","3","1","0","0","3","1","0","0","3","0","0",2015,2,2015-01-03,2015-01-09
"19","Puttalam","11","0","0","0","0","0","0","0","0","0","0","0",2015,2,2015-01-03,2015-01-09
"20","Anuradhapura","12","1","0","0","0","7","0","0","0","2","1","4",2015,2,2015-01-03,2015-01-09
"21","Polonnaruwa","3","0","0","0","0","1","0","0","0","1","0","0",2015,2,2015-01-03,2015-01-09
"22","Badulla","2","2","0","1","0","0","1","2","0","0","1","0",2015,2,2015-01-03,2015-01-09
"23","Monaragala","4","4","0","1","0","7","2","1","0","1","0","2",2015,2,2015-01-03,2015-01-09
"24","Ratnapura","3","1","0","0","0","2","0","2","0","0","0","0",2015,2,2015-01-03,2015-01-09
"25","Kegalle","14","0","0","3","0","1","0","4","0","0","1","0",2015,2,2015-01-03,2015-01-09
"26","Kalmune","35","2","0","0","0","0","0","0","0","0","0","0",2015,2,2015-01-03,2015-01-09
