"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","69","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"2","Gampaha","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"3","Kalutara","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"4","Kandy","4","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"5","Matale","1","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"6","NuwaraEliya","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"7","Galle","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"8","Hambanthota","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"9","Matara","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"10","Jaffna","3","0","0","1","0","0","0","1","0",2012,21,2012-05-19,2012-05-25
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"12","Mannar","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"13","Vavuniya","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"15","Batticaloa","1","0","1","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"16","Ampara","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"17","Trincomalee","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"18","Kurunagala","8","0","0","0","0","1","1","3","0",2012,21,2012-05-19,2012-05-25
"19","Puttalam","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"20","Anuradhapura","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"21","Polonnaruwa","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"22","Badulla","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"23","Monaragala","0","0","0","0","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"24","Ratnapura","21","0","0","2","0","0","0","0","0",2012,21,2012-05-19,2012-05-25
"25","Kegalle","2","0","0","0","0","0","0","1","0",2012,21,2012-05-19,2012-05-25
"26","Kalmune","0","0","0","0","3","0","0","0","0",2012,21,2012-05-19,2012-05-25
