"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","273","0","0","0","0","2","0","0","0","4","1","0",2017,36,2017-09-02,2017-09-08
"2","Gampaha","227","0","0","0","0","1","0","0","0","5","0","0",2017,36,2017-09-02,2017-09-08
"3","Kalutara","73","0","0","0","1","8","0","0","0","6","3","0",2017,36,2017-09-02,2017-09-08
"4","Kandy","179","0","0","0","0","0","1","0","0","3","0","0",2017,36,2017-09-02,2017-09-08
"5","Matale","26","0","0","0","0","0","0","0","0","0","1","0",2017,36,2017-09-02,2017-09-08
"6","NuwaraEliya","10","0","0","0","3","0","1","0","0","1","0","0",2017,36,2017-09-02,2017-09-08
"7","Galle","67","0","0","0","0","2","2","0","0","4","1","0",2017,36,2017-09-02,2017-09-08
"8","Hambanthota","55","2","1","0","3","0","6","0","0","1","0","47",2017,36,2017-09-02,2017-09-08
"9","Matara","88","1","0","0","0","1","0","0","0","2","0","5",2017,36,2017-09-02,2017-09-08
"10","Jaffna","46","6","1","0","0","0","1","0","0","5","0","0",2017,36,2017-09-02,2017-09-08
"11","Kilinochchi","3","0","0","0","0","0","1","0","0","0","0","0",2017,36,2017-09-02,2017-09-08
"12","Mannar","3","0","0","0","0","0","0","0","0","1","0","0",2017,36,2017-09-02,2017-09-08
"13","Vavuniya","7","1","0","6","0","1","0","1","0","0","0","0",2017,36,2017-09-02,2017-09-08
"14","Mullaitivu","1","1","0","0","0","0","0","0","0","1","0","0",2017,36,2017-09-02,2017-09-08
"15","Batticaloa","32","2","0","0","0","0","0","0","0","5","0","0",2017,36,2017-09-02,2017-09-08
"16","Ampara","11","1","0","0","0","1","0","1","0","3","0","0",2017,36,2017-09-02,2017-09-08
"17","Trincomalee","16","1","0","0","0","0","0","0","0","1","1","1",2017,36,2017-09-02,2017-09-08
"18","Kurunagala","161","2","1","0","9","1","0","0","0","2","3","1",2017,36,2017-09-02,2017-09-08
"19","Puttalam","89","3","0","0","0","1","0","0","0","1","0","0",2017,36,2017-09-02,2017-09-08
"20","Anuradhapura","19","0","0","0","0","0","0","1","0","0","3","2",2017,36,2017-09-02,2017-09-08
"21","Polonnaruwa","4","0","0","0","0","0","0","0","0","1","0","2",2017,36,2017-09-02,2017-09-08
"22","Badulla","60","4","0","0","0","3","4","0","0","7","6","0",2017,36,2017-09-02,2017-09-08
"23","Monaragala","77","2","0","0","0","7","2","0","0","4","6","1",2017,36,2017-09-02,2017-09-08
"24","Ratnapura","167","3","1","1","0","10","1","0","0","3","2","3",2017,36,2017-09-02,2017-09-08
"25","Kegalle","198","0","1","0","1","3","0","1","0","3","1","0",2017,36,2017-09-02,2017-09-08
"26","Kalmune","26","5","1","0","0","0","0","0","0","4","3","0",2017,36,2017-09-02,2017-09-08
