"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","439","6","1","2","7","3","0","1","1","7","0","0",2015,4,2015-01-17,2015-01-23
"2","Gampaha","37","0","0","0","1","1","0","1","0","2","0","0",2015,4,2015-01-17,2015-01-23
"3","Kalutara","64","1","0","0","0","8","0","2","0","4","0","0",2015,4,2015-01-17,2015-01-23
"4","Kandy","65","4","0","3","0","2","0","3","0","3","0","0",2015,4,2015-01-17,2015-01-23
"5","Matale","28","2","0","0","0","3","0","0","0","0","0","0",2015,4,2015-01-17,2015-01-23
"6","NuwaraEliya","10","9","0","1","0","1","1","2","0","0","1","0",2015,4,2015-01-17,2015-01-23
"7","Galle","31","1","0","0","0","11","0","1","0","6","2","0",2015,4,2015-01-17,2015-01-23
"8","Hambanthota","9","0","0","0","0","2","2","3","0","0","1","5",2015,4,2015-01-17,2015-01-23
"9","Matara","22","2","0","0","1","4","0","3","0","12","2","3",2015,4,2015-01-17,2015-01-23
"10","Jaffna","111","20","0","16","1","0","54","0","0","4","0","0",2015,4,2015-01-17,2015-01-23
"11","Kilinochchi","3","1","0","1","0","0","0","0","0","0","0","0",2015,4,2015-01-17,2015-01-23
"12","Mannar","9","0","0","3","0","2","2","0","0","0","0","0",2015,4,2015-01-17,2015-01-23
"13","Vavuniya","7","0","0","1","1","2","0","0","0","0","0","0",2015,4,2015-01-17,2015-01-23
"14","Mullaitivu","7","0","0","1","0","1","0","0","0","0","0","0",2015,4,2015-01-17,2015-01-23
"15","Batticaloa","67","4","0","1","0","0","0","0","0","2","0","0",2015,4,2015-01-17,2015-01-23
"16","Ampara","3","2","0","0","0","0","0","0","0","1","0","0",2015,4,2015-01-17,2015-01-23
"17","Trincomalee","45","1","0","1","0","0","0","0","0","0","0","0",2015,4,2015-01-17,2015-01-23
"18","Kurunagala","71","3","0","0","0","6","2","6","0","6","1","1",2015,4,2015-01-17,2015-01-23
"19","Puttalam","58","2","0","0","0","2","2","0","0","1","0","0",2015,4,2015-01-17,2015-01-23
"20","Anuradhapura","44","4","0","0","1","19","0","2","0","4","1","7",2015,4,2015-01-17,2015-01-23
"21","Polonnaruwa","17","1","0","0","0","5","0","0","0","1","2","1",2015,4,2015-01-17,2015-01-23
"22","Badulla","32","7","0","0","0","1","5","1","0","3","3","0",2015,4,2015-01-17,2015-01-23
"23","Monaragala","12","2","0","1","0","14","4","2","0","6","0","2",2015,4,2015-01-17,2015-01-23
"24","Ratnapura","29","5","0","2","1","11","3","13","0","2","0","0",2015,4,2015-01-17,2015-01-23
"25","Kegalle","13","0","2","4","0","10","0","4","0","5","1","0",2015,4,2015-01-17,2015-01-23
"26","Kalmune","42","2","0","0","0","0","0","0","0","4","0","0",2015,4,2015-01-17,2015-01-23
