"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","1267","0","0","1","0","3","0","0","0","5","0","0",2017,25,2017-06-17,2017-06-23
"2","Gampaha","1139","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"3","Kalutara","344","0","0","0","0","2","0","0","0","1","0","0",2017,25,2017-06-17,2017-06-23
"4","Kandy","652","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"5","Matale","96","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"6","NuwaraEliya","30","0","0","0","0","0","1","0","0","0","1","0",2017,25,2017-06-17,2017-06-23
"7","Galle","121","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"8","Hambanthota","90","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"9","Matara","149","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"10","Jaffna","57","4","0","0","0","0","1","0","0","1","1","0",2017,25,2017-06-17,2017-06-23
"11","Kilinochchi","5","0","0","0","0","0","0","0","0","0","0","1",2017,25,2017-06-17,2017-06-23
"12","Mannar","8","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"13","Vavuniya","17","0","1","0","0","1","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"14","Mullaitivu","3","2","0","0","0","1","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"15","Batticaloa","83","2","0","0","4","1","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"16","Ampara","20","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"17","Trincomalee","29","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"18","Kurunagala","444","0","0","0","1","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"19","Puttalam","200","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"20","Anuradhapura","122","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"21","Polonnaruwa","26","0","0","0","0","0","0","0","0","2","1","1",2017,25,2017-06-17,2017-06-23
"22","Badulla","63","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"23","Monaragala","114","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"24","Ratnapura","120","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
"25","Kegalle","555","0","0","0","0","8","0","0","0","2","0","0",2017,25,2017-06-17,2017-06-23
"26","Kalmune","460","0","0","0","0","0","0","0","0","0","0","0",2017,25,2017-06-17,2017-06-23
