"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","23","02","00","01","03","05","00","00","00",2008,22,2008-05-24,2008-05-30
"2","Gampaha","25","07","01","01","00","20","00","03","00",2008,22,2008-05-24,2008-05-30
"3","Kalutara","16","05","00","00","00","20","00","01","00",2008,22,2008-05-24,2008-05-30
"4","Kandy","05","06","01","03","00","28","03","02","00",2008,22,2008-05-24,2008-05-30
"5","Matale","04","06","00","01","00","57","00","01","00",2008,22,2008-05-24,2008-05-30
"6","NuwaraEliya","01","06","00","17","00","07","02","04","00",2008,22,2008-05-24,2008-05-30
"7","Galle","00","02","00","00","00","04","00","00","00",2008,22,2008-05-24,2008-05-30
"8","Hambanthota","00","01","00","00","00","03","00","00","00",2008,22,2008-05-24,2008-05-30
"9","Matara","02","07","00","00","00","04","03","00","00",2008,22,2008-05-24,2008-05-30
"10","Jaffna","01","03","00","09","01","00","03","01","00",2008,22,2008-05-24,2008-05-30
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,22,2008-05-24,2008-05-30
"12","Mannar","00","01","00","02","00","00","00","00","00",2008,22,2008-05-24,2008-05-30
"13","Vavuniya","00","05","00","00","02","00","00","00","00",2008,22,2008-05-24,2008-05-30
"14","Mullaitivu","00","00","00","00","00","00","00","00","00",2008,22,2008-05-24,2008-05-30
"15","Batticaloa","02","04","01","00","00","00","00","00","00",2008,22,2008-05-24,2008-05-30
"16","Ampara","00","03","00","00","00","00","00","00","00",2008,22,2008-05-24,2008-05-30
"17","Trincomalee","03","02","00","00","09","02","01","01","00",2008,22,2008-05-24,2008-05-30
"18","Kurunagala","12","01","00","01","00","13","00","01","00",2008,22,2008-05-24,2008-05-30
"19","Puttalam","04","00","00","01","01","00","00","01","00",2008,22,2008-05-24,2008-05-30
"20","Anuradhapura","00","00","01","00","00","23","00","00","00",2008,22,2008-05-24,2008-05-30
"21","Polonnaruwa","00","03","00","00","00","01","00","00","00",2008,22,2008-05-24,2008-05-30
"22","Badulla","02","09","02","00","00","00","01","00","00",2008,22,2008-05-24,2008-05-30
"23","Monaragala","00","15","00","01","20","03","02","00","00",2008,22,2008-05-24,2008-05-30
"24","Ratnapura","02","03","01","00","00","01","01","00","00",2008,22,2008-05-24,2008-05-30
"25","Kegalle","17","09","00","01","00","21","02","15","00",2008,22,2008-05-24,2008-05-30
"26","Kalmune","00","06","00","00","00","00","00","00","00",2008,22,2008-05-24,2008-05-30
