"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","42","02","00","01","00","02","00","00",2007,7,2007-02-10,2007-02-16
"2","Gampaha","05","04","01","03","00","02","01","03",2007,7,2007-02-10,2007-02-16
"3","Kalutara","03","02","00","00","00","01","00","01",2007,7,2007-02-10,2007-02-16
"4","Kandy","05","03","00","00","00","04","02","11",2007,7,2007-02-10,2007-02-16
"5","Matale","04","00","00","00","00","01","00","03",2007,7,2007-02-10,2007-02-16
"6","NuwaraEliya","00","01","00","03","00","01","00","04",2007,7,2007-02-10,2007-02-16
"7","Galle","00","02","00","02","00","02","00","02",2007,7,2007-02-10,2007-02-16
"8","Hambanthota","02","03","00","00","00","00","01","00",2007,7,2007-02-10,2007-02-16
"9","Matara","02","03","01","04","00","03","08","01",2007,7,2007-02-10,2007-02-16
"10","Jaffna","00","00","00","00","00","00","00","00",2007,7,2007-02-10,2007-02-16
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,7,2007-02-10,2007-02-16
"12","Mannar","00","00","00","01","00","00","00","00",2007,7,2007-02-10,2007-02-16
"13","Vavuniya","00","00","00","00","00","00","00","00",2007,7,2007-02-10,2007-02-16
"14","Mullaitivu","00","00","01","00","00","00","00","00",2007,7,2007-02-10,2007-02-16
"15","Batticaloa","00","03","00","00","00","00","00","09",2007,7,2007-02-10,2007-02-16
"16","Ampara","00","00","00","00","00","00","00","00",2007,7,2007-02-10,2007-02-16
"17","Trincomalee","00","01","00","01","00","00","00","01",2007,7,2007-02-10,2007-02-16
"18","Kurunagala","02","04","00","01","00","03","00","01",2007,7,2007-02-10,2007-02-16
"19","Puttalam","02","01","00","02","00","00","00","09",2007,7,2007-02-10,2007-02-16
"20","Anuradhapura","01","02","00","00","00","00","00","01",2007,7,2007-02-10,2007-02-16
"21","Polonnaruwa","02","03","00","00","00","02","00","02",2007,7,2007-02-10,2007-02-16
"22","Badulla","01","10","00","06","04","02","03","04",2007,7,2007-02-10,2007-02-16
"23","Monaragala","00","03","00","00","00","01","00","00",2007,7,2007-02-10,2007-02-16
"24","Ratnapura","02","12","00","00","00","02","00","03",2007,7,2007-02-10,2007-02-16
"25","Kegalle","02","01","00","00","00","00","02","00",2007,7,2007-02-10,2007-02-16
"26","Kalmune","00","02","00","00","00","00","00","06",2007,7,2007-02-10,2007-02-16
