"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","21","11","00","10","02","43","00","01","00",2008,35,2008-08-23,2008-08-29
"2","Gampaha","19","00","00","00","00","59","00","05","00",2008,35,2008-08-23,2008-08-29
"3","Kalutara","07","04","00","00","01","14","00","00","01",2008,35,2008-08-23,2008-08-29
"4","Kandy","08","03","01","01","00","01","02","02","00",2008,35,2008-08-23,2008-08-29
"5","Matale","01","00","00","00","00","00","00","00","00",2008,35,2008-08-23,2008-08-29
"6","NuwaraEliya","00","07","00","00","00","00","00","01","00",2008,35,2008-08-23,2008-08-29
"7","Galle","01","01","00","01","00","06","00","00","00",2008,35,2008-08-23,2008-08-29
"8","Hambanthota","01","02","00","00","00","02","00","01","01",2008,35,2008-08-23,2008-08-29
"9","Matara","03","02","00","00","00","17","09","02","00",2008,35,2008-08-23,2008-08-29
"10","Jaffna","00","01","02","00","02","00","00","01","00",2008,35,2008-08-23,2008-08-29
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,35,2008-08-23,2008-08-29
"12","Mannar","00","02","00","01","00","00","00","00","00",2008,35,2008-08-23,2008-08-29
"13","Vavuniya","00","03","00","02","01","00","00","00","00",2008,35,2008-08-23,2008-08-29
"14","Mullaitivu","00","00","00","00","00","00","00","00","00",2008,35,2008-08-23,2008-08-29
"15","Batticaloa","00","00","00","00","00","00","00","00","00",2008,35,2008-08-23,2008-08-29
"16","Ampara","00","01","00","00","00","00","00","00","00",2008,35,2008-08-23,2008-08-29
"17","Trincomalee","00","01","00","00","00","01","00","00","00",2008,35,2008-08-23,2008-08-29
"18","Kurunagala","01","04","00","02","02","43","01","01","00",2008,35,2008-08-23,2008-08-29
"19","Puttalam","01","02","00","00","00","01","00","00","00",2008,35,2008-08-23,2008-08-29
"20","Anuradhapura","00","02","00","00","00","00","00","00","00",2008,35,2008-08-23,2008-08-29
"21","Polonnaruwa","00","03","00","00","00","00","00","00","00",2008,35,2008-08-23,2008-08-29
"22","Badulla","02","08","00","05","00","04","00","05","00",2008,35,2008-08-23,2008-08-29
"23","Monaragala","02","02","00","00","00","00","03","01","00",2008,35,2008-08-23,2008-08-29
"24","Ratnapura","06","03","00","00","00","01","00","00","00",2008,35,2008-08-23,2008-08-29
"25","Kegalle","05","01","00","00","02","10","00","01","00",2008,35,2008-08-23,2008-08-29
"26","Kalmune","00","05","00","00","00","01","00","00","00",2008,35,2008-08-23,2008-08-29
