"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","136","1","0","0","0","3","0","0","0","4","1","0",2016,36,2016-08-27,2016-09-02
"2","Gampaha","47","1","0","1","0","0","0","0","0","7","1","0",2016,36,2016-08-27,2016-09-02
"3","Kalutara","28","2","0","2","0","1","0","0","0","4","1","0",2016,36,2016-08-27,2016-09-02
"4","Kandy","89","2","0","2","0","5","2","0","0","9","2","0",2016,36,2016-08-27,2016-09-02
"5","Matale","29","1","0","0","0","2","0","1","0","1","0","0",2016,36,2016-08-27,2016-09-02
"6","NuwaraEliya","3","2","0","1","0","1","4","2","0","0","0","0",2016,36,2016-08-27,2016-09-02
"7","Galle","29","0","0","1","0","2","5","1","0","1","0","0",2016,36,2016-08-27,2016-09-02
"8","Hambanthota","4","1","0","0","0","2","1","2","0","1","0","1",2016,36,2016-08-27,2016-09-02
"9","Matara","17","2","0","0","0","3","0","0","0","6","0","4",2016,36,2016-08-27,2016-09-02
"10","Jaffna","26","5","1","0","0","0","1","0","0","1","0","0",2016,36,2016-08-27,2016-09-02
"11","Kilinochchi","1","0","0","0","0","0","0","0","0","0","0","0",2016,36,2016-08-27,2016-09-02
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2016,36,2016-08-27,2016-09-02
"13","Vavuniya","2","1","0","1","0","0","0","0","0","0","1","0",2016,36,2016-08-27,2016-09-02
"14","Mullaitivu","1","0","0","0","0","0","0","0","0","0","0","0",2016,36,2016-08-27,2016-09-02
"15","Batticaloa","2","5","0","0","0","0","0","0","0","0","0","0",2016,36,2016-08-27,2016-09-02
"16","Ampara","0","0","0","0","0","1","0","0","0","0","0","0",2016,36,2016-08-27,2016-09-02
"17","Trincomalee","0","0","0","0","0","0","0","0","0","1","0","0",2016,36,2016-08-27,2016-09-02
"18","Kurunagala","22","2","0","1","0","1","2","0","0","12","1","4",2016,36,2016-08-27,2016-09-02
"19","Puttalam","7","0","0","0","0","0","0","0","0","0","0","0",2016,36,2016-08-27,2016-09-02
"20","Anuradhapura","4","2","0","0","0","2","0","0","0","1","0","0",2016,36,2016-08-27,2016-09-02
"21","Polonnaruwa","4","0","0","0","0","0","0","0","0","1","0","0",2016,36,2016-08-27,2016-09-02
"22","Badulla","8","1","0","0","0","0","1","0","0","4","5","0",2016,36,2016-08-27,2016-09-02
"23","Monaragala","7","5","0","0","0","0","2","0","0","3","0","0",2016,36,2016-08-27,2016-09-02
"24","Ratnapura","20","5","0","0","0","3","0","1","0","4","0","0",2016,36,2016-08-27,2016-09-02
"25","Kegalle","12","0","0","2","0","1","0","1","0","1","1","0",2016,36,2016-08-27,2016-09-02
"26","Kalmune","0","1","0","0","0","1","0","0","0","0","0","0",2016,36,2016-08-27,2016-09-02
