"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","25","2","0","2","4","12","0","4","0",2009,12,2009-03-14,2009-03-20
"2","Gampaha","10","3","0","2","0","4","0","2","0",2009,12,2009-03-14,2009-03-20
"3","Kalutara","22","3","1","2","1","6","0","0","0",2009,12,2009-03-14,2009-03-20
"4","Kandy","38","7","0","1","0","3","1","1","0",2009,12,2009-03-14,2009-03-20
"5","Matale","18","3","0","0","0","4","0","0","0",2009,12,2009-03-14,2009-03-20
"6","NuwaraEliya","1","20","0","1","0","1","0","7","0",2009,12,2009-03-14,2009-03-20
"7","Galle","2","3","0","0","0","2","0","0","0",2009,12,2009-03-14,2009-03-20
"8","Hambanthota","0","0","0","0","0","1","0","1","0",2009,12,2009-03-14,2009-03-20
"9","Matara","6","8","0","0","1","5","0","1","0",2009,12,2009-03-14,2009-03-20
"10","Jaffna","0","3","0","5","0","0","0","0","0",2009,12,2009-03-14,2009-03-20
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2009,12,2009-03-14,2009-03-20
"12","Mannar","0","0","0","2","0","0","0","0","0",2009,12,2009-03-14,2009-03-20
"13","Vavuniya","0","5","1","0","1","0","0","0","0",2009,12,2009-03-14,2009-03-20
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2009,12,2009-03-14,2009-03-20
"15","Batticaloa","28","2","9","0","0","0","0","0","0",2009,12,2009-03-14,2009-03-20
"16","Ampara","0","1","0","0","0","0","0","0","0",2009,12,2009-03-14,2009-03-20
"17","Trincomalee","1","0","1","0","0","0","0","0","0",2009,12,2009-03-14,2009-03-20
"18","Kurunagala","17","2","3","0","0","1","0","1","0",2009,12,2009-03-14,2009-03-20
"19","Puttalam","2","2","5","1","0","4","0","1","0",2009,12,2009-03-14,2009-03-20
"20","Anuradhapura","26","0","3","0","0","2","5","0","0",2009,12,2009-03-14,2009-03-20
"21","Polonnaruwa","1","0","1","1","0","1","0","0","0",2009,12,2009-03-14,2009-03-20
"22","Badulla","0","4","2","3","0","3","2","1","0",2009,12,2009-03-14,2009-03-20
"23","Monaragala","0","2","0","0","0","0","2","0","0",2009,12,2009-03-14,2009-03-20
"24","Ratnapura","2","11","11","0","0","3","0","0","0",2009,12,2009-03-14,2009-03-20
"25","Kegalle","27","4","3","1","0","4","1","1","0",2009,12,2009-03-14,2009-03-20
"26","Kalmune","0","0","1","0","0","0","0","0","0",2009,12,2009-03-14,2009-03-20
