"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","69","2","0","2","0","18","0","3","0",2011,11,2011-03-12,2011-03-18
"2","Gampaha","31","1","1","1","0","24","0","3","1",2011,11,2011-03-12,2011-03-18
"3","Kalutara","13","4","0","3","0","11","0","0","0",2011,11,2011-03-12,2011-03-18
"4","Kandy","5","7","0","0","0","2","0","0","0",2011,11,2011-03-12,2011-03-18
"5","Matale","4","2","0","1","0","3","1","2","0",2011,11,2011-03-12,2011-03-18
"6","NuwaraEliya","5","9","0","1","0","5","4","1","0",2011,11,2011-03-12,2011-03-18
"7","Galle","3","3","0","0","0","3","1","0","0",2011,11,2011-03-12,2011-03-18
"8","Hambanthota","4","1","0","0","1","22","1","0","0",2011,11,2011-03-12,2011-03-18
"9","Matara","4","0","0","0","0","11","0","2","0",2011,11,2011-03-12,2011-03-18
"10","Jaffna","3","6","0","14","0","0","18","1","0",2011,11,2011-03-12,2011-03-18
"11","Kilinochchi","0","0","0","1","0","0","0","0","0",2011,11,2011-03-12,2011-03-18
"12","Mannar","1","0","0","1","0","4","1","0","0",2011,11,2011-03-12,2011-03-18
"13","Vavuniya","2","0","0","0","2","0","1","0","0",2011,11,2011-03-12,2011-03-18
"14","Mullaitivu","0","1","0","0","0","0","0","0","0",2011,11,2011-03-12,2011-03-18
"15","Batticaloa","18","7","0","0","1","1","0","0","0",2011,11,2011-03-12,2011-03-18
"16","Ampara","1","1","0","0","3","7","0","2","0",2011,11,2011-03-12,2011-03-18
"17","Trincomalee","0","23","0","0","1","11","0","0","0",2011,11,2011-03-12,2011-03-18
"18","Kurunagala","11","3","0","0","0","81","3","2","0",2011,11,2011-03-12,2011-03-18
"19","Puttalam","7","3","0","0","0","6","1","0","0",2011,11,2011-03-12,2011-03-18
"20","Anuradhapura","5","2","0","0","3","7","2","0","0",2011,11,2011-03-12,2011-03-18
"21","Polonnaruwa","7","0","0","0","0","5","0","1","0",2011,11,2011-03-12,2011-03-18
"22","Badulla","4","4","1","0","0","1","0","1","0",2011,11,2011-03-12,2011-03-18
"23","Monaragala","2","0","0","0","0","0","0","2","0",2011,11,2011-03-12,2011-03-18
"24","Ratnapura","7","1","0","0","0","11","0","1","0",2011,11,2011-03-12,2011-03-18
"25","Kegalle","7","4","1","1","2","16","4","3","0",2011,11,2011-03-12,2011-03-18
"26","Kalmune","2","4","0","0","0","0","0","0","0",2011,11,2011-03-12,2011-03-18
