"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","98","0","0","1","0","9","0","0","0","15","0","0",2018,16,2018-04-14,2018-04-20
"2","Gampaha","32","1","0","0","0","0","0","0","0","20","0","2",2018,16,2018-04-14,2018-04-20
"3","Kalutara","39","0","0","0","2","13","0","0","0","9","4","1",2018,16,2018-04-14,2018-04-20
"4","Kandy","34","0","0","0","0","3","4","0","0","7","0","0",2018,16,2018-04-14,2018-04-20
"5","Matale","25","0","0","0","0","3","0","0","0","1","0","1",2018,16,2018-04-14,2018-04-20
"6","NuwaraEliya","4","5","0","0","0","0","8","2","0","10","2","0",2018,16,2018-04-14,2018-04-20
"7","Galle","16","0","0","0","0","11","0","0","0","9","0","0",2018,16,2018-04-14,2018-04-20
"8","Hambanthota","18","0","0","0","0","0","0","1","0","2","0","17",2018,16,2018-04-14,2018-04-20
"9","Matara","9","0","0","0","0","2","2","0","0","2","0","2",2018,16,2018-04-14,2018-04-20
"10","Jaffna","22","6","0","0","2","1","8","0","0","19","0","0",2018,16,2018-04-14,2018-04-20
"11","Kilinochchi","10","1","0","0","0","1","2","0","0","0","0","0",2018,16,2018-04-14,2018-04-20
"12","Mannar","1","0","0","0","0","0","0","0","0","0","0","0",2018,16,2018-04-14,2018-04-20
"13","Vavuniya","5","1","0","1","0","3","0","0","0","3","0","0",2018,16,2018-04-14,2018-04-20
"14","Mullaitivu","1","0","0","0","0","0","0","0","0","1","0","0",2018,16,2018-04-14,2018-04-20
"15","Batticaloa","166","6","0","0","5","2","0","0","0","2","1","0",2018,16,2018-04-14,2018-04-20
"16","Ampara","0","0","0","0","0","0","0","0","0","4","0","0",2018,16,2018-04-14,2018-04-20
"17","Trincomalee","21","0","0","2","0","0","0","0","0","4","0","1",2018,16,2018-04-14,2018-04-20
"18","Kurunagala","25","10","0","1","0","0","0","0","0","15","0","3",2018,16,2018-04-14,2018-04-20
"19","Puttalam","13","1","0","0","0","0","0","0","0","2","2","0",2018,16,2018-04-14,2018-04-20
"20","Anuradhapura","11","2","0","0","0","1","0","0","0","8","1","6",2018,16,2018-04-14,2018-04-20
"21","Polonnaruwa","2","0","0","0","0","0","0","0","0","2","0","4",2018,16,2018-04-14,2018-04-20
"22","Badulla","5","0","2","0","0","1","2","0","0","4","1","0",2018,16,2018-04-14,2018-04-20
"23","Monaragala","17","2","0","0","0","7","4","0","0","1","3","0",2018,16,2018-04-14,2018-04-20
"24","Ratnapura","49","4","2","0","0","12","2","0","0","10","1","0",2018,16,2018-04-14,2018-04-20
"25","Kegalle","17","1","0","0","2","5","1","0","0","9","0","0",2018,16,2018-04-14,2018-04-20
"26","Kalmune","30","2","0","0","2","0","0","0","0","1","0","0",2018,16,2018-04-14,2018-04-20
