"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","102","2","2","3","0","3","0","3","0",2013,8,2013-02-16,2013-02-22
"2","Gampaha","20","0","0","0","0","0","0","0","0",2013,8,2013-02-16,2013-02-22
"3","Kalutara","26","0","0","0","3","7","0","1","0",2013,8,2013-02-16,2013-02-22
"4","Kandy","34","0","0","1","0","3","5","1","0",2013,8,2013-02-16,2013-02-22
"5","Matale","9","2","0","0","0","0","0","0","0",2013,8,2013-02-16,2013-02-22
"6","NuwaraEliya","1","0","0","0","0","0","0","0","0",2013,8,2013-02-16,2013-02-22
"7","Galle","15","4","0","0","0","0","0","0","0",2013,8,2013-02-16,2013-02-22
"8","Hambanthota","6","2","0","0","0","8","2","3","0",2013,8,2013-02-16,2013-02-22
"9","Matara","10","1","0","0","0","2","4","5","0",2013,8,2013-02-16,2013-02-22
"10","Jaffna","17","4","0","7","1","0","6","0","0",2013,8,2013-02-16,2013-02-22
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2013,8,2013-02-16,2013-02-22
"12","Mannar","0","0","0","0","0","0","0","0","0",2013,8,2013-02-16,2013-02-22
"13","Vavuniya","2","0","0","1","0","0","0","0","0",2013,8,2013-02-16,2013-02-22
"14","Mullaitivu","2","0","1","0","0","1","0","0","0",2013,8,2013-02-16,2013-02-22
"15","Batticaloa","22","3","1","0","2","0","0","0","0",2013,8,2013-02-16,2013-02-22
"16","Ampara","4","2","0","0","0","0","0","0","0",2013,8,2013-02-16,2013-02-22
"17","Trincomalee","5","2","0","0","0","1","0","0","0",2013,8,2013-02-16,2013-02-22
"18","Kurunagala","54","2","0","1","0","2","0","1","0",2013,8,2013-02-16,2013-02-22
"19","Puttalam","34","0","0","0","0","1","0","0","0",2013,8,2013-02-16,2013-02-22
"20","Anuradhapura","24","2","0","0","1","5","0","0","0",2013,8,2013-02-16,2013-02-22
"21","Polonnaruwa","5","0","0","2","0","2","0","1","0",2013,8,2013-02-16,2013-02-22
"22","Badulla","0","0","0","1","0","1","0","0","0",2013,8,2013-02-16,2013-02-22
"23","Monaragala","9","1","0","0","17","2","1","4","0",2013,8,2013-02-16,2013-02-22
"24","Ratnapura","39","10","7","1","0","5","3","3","0",2013,8,2013-02-16,2013-02-22
"25","Kegalle","21","1","0","0","0","3","2","8","0",2013,8,2013-02-16,2013-02-22
"26","Kalmune","43","1","0","0","0","0","0","1","0",2013,8,2013-02-16,2013-02-22
