"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","72","2","0","0","0","6","2","0","0","14","1","0",2018,15,2018-04-07,2018-04-13
"2","Gampaha","44","1","0","0","1","5","0","0","0","22","1","0",2018,15,2018-04-07,2018-04-13
"3","Kalutara","16","0","0","1","0","12","0","0","0","8","1","1",2018,15,2018-04-07,2018-04-13
"4","Kandy","33","2","0","0","1","0","3","1","0","4","1","0",2018,15,2018-04-07,2018-04-13
"5","Matale","8","0","0","0","0","0","0","0","0","1","1","1",2018,15,2018-04-07,2018-04-13
"6","NuwaraEliya","6","0","0","2","0","1","3","2","0","8","3","0",2018,15,2018-04-07,2018-04-13
"7","Galle","13","0","0","0","0","12","0","0","0","2","0","0",2018,15,2018-04-07,2018-04-13
"8","Hambanthota","6","0","0","0","0","1","0","0","0","8","0","9",2018,15,2018-04-07,2018-04-13
"9","Matara","8","0","0","0","0","8","0","0","0","8","0","4",2018,15,2018-04-07,2018-04-13
"10","Jaffna","20","2","0","0","1","0","4","0","0","5","1","0",2018,15,2018-04-07,2018-04-13
"11","Kilinochchi","3","1","0","0","1","0","1","0","0","0","0","0",2018,15,2018-04-07,2018-04-13
"12","Mannar","1","0","0","0","0","0","0","0","0","2","0","0",2018,15,2018-04-07,2018-04-13
"13","Vavuniya","2","2","0","1","0","1","1","0","0","0","0","0",2018,15,2018-04-07,2018-04-13
"14","Mullaitivu","1","0","0","1","0","0","0","0","0","1","0","0",2018,15,2018-04-07,2018-04-13
"15","Batticaloa","133","3","0","0","0","0","0","1","0","0","1","0",2018,15,2018-04-07,2018-04-13
"16","Ampara","4","0","0","0","1","1","0","0","0","5","0","0",2018,15,2018-04-07,2018-04-13
"17","Trincomalee","9","1","0","0","1","1","2","0","0","6","0","0",2018,15,2018-04-07,2018-04-13
"18","Kurunagala","15","0","0","0","0","1","0","0","0","10","1","3",2018,15,2018-04-07,2018-04-13
"19","Puttalam","16","0","0","0","0","0","0","0","0","4","1","0",2018,15,2018-04-07,2018-04-13
"20","Anuradhapura","6","0","0","1","0","1","0","1","0","7","0","2",2018,15,2018-04-07,2018-04-13
"21","Polonnaruwa","4","0","0","0","0","0","0","1","0","5","0","0",2018,15,2018-04-07,2018-04-13
"22","Badulla","11","0","1","0","1","2","0","1","0","6","1","0",2018,15,2018-04-07,2018-04-13
"23","Monaragala","2","3","0","0","0","9","0","0","0","4","5","0",2018,15,2018-04-07,2018-04-13
"24","Ratnapura","28","1","0","1","0","7","1","1","0","5","1","9",2018,15,2018-04-07,2018-04-13
"25","Kegalle","12","2","0","0","1","2","2","0","0","8","1","0",2018,15,2018-04-07,2018-04-13
"26","Kalmune","36","0","0","0","0","0","0","0","0","6","2","0",2018,15,2018-04-07,2018-04-13
