"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","216","0","0","0","1","7","0","0","0","3","2","0",2017,38,2017-09-16,2017-09-22
"2","Gampaha","196","2","0","0","0","2","0","0","0","5","0","0",2017,38,2017-09-16,2017-09-22
"3","Kalutara","63","1","0","0","0","16","1","2","0","7","6","0",2017,38,2017-09-16,2017-09-22
"4","Kandy","198","0","0","1","0","1","4","0","0","15","2","0",2017,38,2017-09-16,2017-09-22
"5","Matale","32","1","0","0","1","0","0","0","0","2","1","1",2017,38,2017-09-16,2017-09-22
"6","NuwaraEliya","9","1","0","0","0","0","2","0","0","1","1","0",2017,38,2017-09-16,2017-09-22
"7","Galle","81","0","0","0","0","16","2","0","0","4","2","0",2017,38,2017-09-16,2017-09-22
"8","Hambanthota","55","2","0","0","4","0","4","0","0","10","0","5",2017,38,2017-09-16,2017-09-22
"9","Matara","88","0","0","0","0","8","2","0","0","4","0","4",2017,38,2017-09-16,2017-09-22
"10","Jaffna","64","11","0","0","0","1","2","0","0","4","0","0",2017,38,2017-09-16,2017-09-22
"11","Kilinochchi","1","2","0","0","0","0","0","0","0","0","0","0",2017,38,2017-09-16,2017-09-22
"12","Mannar","0","1","0","0","0","0","0","0","0","0","0","0",2017,38,2017-09-16,2017-09-22
"13","Vavuniya","12","0","0","3","0","0","0","0","0","1","1","0",2017,38,2017-09-16,2017-09-22
"14","Mullaitivu","4","1","0","0","0","1","0","0","0","0","0","0",2017,38,2017-09-16,2017-09-22
"15","Batticaloa","23","10","0","0","2","0","0","0","0","6","4","0",2017,38,2017-09-16,2017-09-22
"16","Ampara","10","1","0","0","0","0","0","0","0","1","2","0",2017,38,2017-09-16,2017-09-22
"17","Trincomalee","13","0","0","0","0","0","0","0","0","2","1","0",2017,38,2017-09-16,2017-09-22
"18","Kurunagala","92","2","1","0","8","4","0","0","0","9","1","3",2017,38,2017-09-16,2017-09-22
"19","Puttalam","61","3","0","0","0","0","0","0","0","2","0","0",2017,38,2017-09-16,2017-09-22
"20","Anuradhapura","10","0","0","0","0","1","0","0","0","4","2","2",2017,38,2017-09-16,2017-09-22
"21","Polonnaruwa","7","1","0","0","0","1","0","0","0","3","2","2",2017,38,2017-09-16,2017-09-22
"22","Badulla","53","7","0","1","0","4","8","0","0","4","7","0",2017,38,2017-09-16,2017-09-22
"23","Monaragala","67","8","0","0","0","4","5","0","0","5","2","1",2017,38,2017-09-16,2017-09-22
"24","Ratnapura","102","1","2","2","0","13","1","0","0","6","1","0",2017,38,2017-09-16,2017-09-22
"25","Kegalle","102","0","0","1","3","5","3","0","0","8","1","0",2017,38,2017-09-16,2017-09-22
"26","Kalmune","29","4","0","0","0","0","0","0","0","2","3","0",2017,38,2017-09-16,2017-09-22
