"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","203","0","0","0","0","1","0","1","0","5","0","0",2014,30,2014-07-19,2014-07-25
"2","Gampaha","102","1","0","0","0","1","0","7","0","7","0","0",2014,30,2014-07-19,2014-07-25
"3","Kalutara","66","4","0","0","0","2","0","0","0","2","0","0",2014,30,2014-07-19,2014-07-25
"4","Kandy","48","2","0","1","0","0","3","0","0","3","0","0",2014,30,2014-07-19,2014-07-25
"5","Matale","15","2","0","0","0","1","0","4","0","2","0","0",2014,30,2014-07-19,2014-07-25
"6","NuwaraEliya","11","1","0","0","0","0","1","0","0","4","2","0",2014,30,2014-07-19,2014-07-25
"7","Galle","35","2","0","0","0","4","1","0","0","5","1","0",2014,30,2014-07-19,2014-07-25
"8","Hambanthota","20","2","0","0","0","3","1","0","0","0","3","0",2014,30,2014-07-19,2014-07-25
"9","Matara","28","3","0","0","0","0","0","0","0","0","1","1",2014,30,2014-07-19,2014-07-25
"10","Jaffna","19","6","0","2","0","1","0","0","0","3","1","0",2014,30,2014-07-19,2014-07-25
"11","Kilinochchi","4","0","0","0","0","0","0","0","0","0","0","0",2014,30,2014-07-19,2014-07-25
"12","Mannar","3","0","0","1","0","0","0","0","0","1","0","0",2014,30,2014-07-19,2014-07-25
"13","Vavuniya","0","0","0","0","1","0","0","0","0","1","0","0",2014,30,2014-07-19,2014-07-25
"14","Mullaitivu","1","0","0","0","0","0","0","0","0","0","0","0",2014,30,2014-07-19,2014-07-25
"15","Batticaloa","10","1","0","0","0","1","0","0","0","2","0","0",2014,30,2014-07-19,2014-07-25
"16","Ampara","4","0","0","0","0","0","1","0","0","1","1","0",2014,30,2014-07-19,2014-07-25
"17","Trincomalee","0","1","0","0","0","0","0","0","0","2","0","0",2014,30,2014-07-19,2014-07-25
"18","Kurunagala","70","0","1","1","0","0","0","3","0","15","2","1",2014,30,2014-07-19,2014-07-25
"19","Puttalam","11","4","0","0","0","2","0","0","0","0","1","0",2014,30,2014-07-19,2014-07-25
"20","Anuradhapura","15","5","0","1","0","1","0","0","0","0","0","8",2014,30,2014-07-19,2014-07-25
"21","Polonnaruwa","10","2","0","0","0","1","0","0","0","0","0","0",2014,30,2014-07-19,2014-07-25
"22","Badulla","14","1","0","0","0","0","2","1","0","1","1","0",2014,30,2014-07-19,2014-07-25
"23","Monaragala","9","1","0","0","0","2","3","2","0","2","0","1",2014,30,2014-07-19,2014-07-25
"24","Ratnapura","30","4","0","0","0","7","2","7","0","1","1","0",2014,30,2014-07-19,2014-07-25
"25","Kegalle","37","0","0","1","0","3","1","3","0","6","1","0",2014,30,2014-07-19,2014-07-25
"26","Kalmune","1","0","0","0","0","0","0","0","0","0","0","0",2014,30,2014-07-19,2014-07-25
