"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","308","1","0","0","0","2","2","0","0","4","0","0",2018,30,2018-07-21,2018-07-27
"2","Gampaha","180","0","1","0","0","1","0","0","0","11","0","0",2018,30,2018-07-21,2018-07-27
"3","Kalutara","88","5","0","0","0","16","0","0","0","14","6","0",2018,30,2018-07-21,2018-07-27
"4","Kandy","84","3","0","0","1","4","4","1","0","5","3","2",2018,30,2018-07-21,2018-07-27
"5","Matale","24","0","0","0","0","2","0","0","0","0","0","2",2018,30,2018-07-21,2018-07-27
"6","NuwaraEliya","14","0","0","0","0","2","1","2","0","5","1","0",2018,30,2018-07-21,2018-07-27
"7","Galle","27","0","0","0","0","4","2","0","0","3","2","0",2018,30,2018-07-21,2018-07-27
"8","Hambanthota","27","0","0","0","0","3","5","0","0","3","0","36",2018,30,2018-07-21,2018-07-27
"9","Matara","42","1","0","0","0","7","0","2","0","7","0","16",2018,30,2018-07-21,2018-07-27
"10","Jaffna","46","3","1","2","1","1","1","0","0","3","0","0",2018,30,2018-07-21,2018-07-27
"11","Kilinochchi","3","0","0","0","0","0","0","0","0","0","0","0",2018,30,2018-07-21,2018-07-27
"12","Mannar","44","0","0","0","0","0","0","0","0","0","0","0",2018,30,2018-07-21,2018-07-27
"13","Vavuniya","14","0","0","0","1","1","0","0","0","0","1","0",2018,30,2018-07-21,2018-07-27
"14","Mullaitivu","4","0","0","0","0","0","1","0","0","0","0","0",2018,30,2018-07-21,2018-07-27
"15","Batticaloa","59","5","0","0","0","1","0","0","0","4","1","0",2018,30,2018-07-21,2018-07-27
"16","Ampara","3","5","0","0","0","1","0","0","0","8","1","0",2018,30,2018-07-21,2018-07-27
"17","Trincomalee","23","0","0","0","0","0","0","0","0","3","0","0",2018,30,2018-07-21,2018-07-27
"18","Kurunagala","64","4","0","0","0","0","2","1","0","11","0","13",2018,30,2018-07-21,2018-07-27
"19","Puttalam","28","1","0","0","0","0","0","0","0","1","1","1",2018,30,2018-07-21,2018-07-27
"20","Anuradhapura","17","0","0","0","0","2","0","0","0","6","1","15",2018,30,2018-07-21,2018-07-27
"21","Polonnaruwa","6","3","0","0","0","0","0","0","0","6","0","1",2018,30,2018-07-21,2018-07-27
"22","Badulla","13","3","0","0","0","3","3","3","0","1","2","0",2018,30,2018-07-21,2018-07-27
"23","Monaragala","20","0","0","0","0","4","9","0","0","1","10","1",2018,30,2018-07-21,2018-07-27
"24","Ratnapura","49","3","0","0","1","15","0","0","0","1","2","0",2018,30,2018-07-21,2018-07-27
"25","Kegalle","40","4","0","0","0","4","0","0","0","4","1","0",2018,30,2018-07-21,2018-07-27
"26","Kalmune","20","0","0","0","0","0","1","0","0","0","0","0",2018,30,2018-07-21,2018-07-27
