"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","121","1","1","0","0","0","1","1","0","12","3","0",2018,9,2018-02-24,2018-03-02
"2","Gampaha","65","1","0","1","0","8","0","0","0","16","2","1",2018,9,2018-02-24,2018-03-02
"3","Kalutara","86","0","0","0","2","8","1","2","0","15","0","1",2018,9,2018-02-24,2018-03-02
"4","Kandy","35","1","0","0","0","0","6","0","0","3","0","2",2018,9,2018-02-24,2018-03-02
"5","Matale","13","0","0","0","0","1","0","0","0","0","1","9",2018,9,2018-02-24,2018-03-02
"6","NuwaraEliya","3","0","0","0","0","1","11","0","0","8","0","0",2018,9,2018-02-24,2018-03-02
"7","Galle","2","0","3","0","0","3","0","0","0","1","5","0",2018,9,2018-02-24,2018-03-02
"8","Hambanthota","28","0","0","1","0","0","5","0","0","3","0","3",2018,9,2018-02-24,2018-03-02
"9","Matara","23","0","1","0","0","6","2","0","0","12","1","12",2018,9,2018-02-24,2018-03-02
"10","Jaffna","40","5","0","0","1","1","5","0","0","3","0","0",2018,9,2018-02-24,2018-03-02
"11","Kilinochchi","6","0","0","0","0","0","0","0","1","1","0","0",2018,9,2018-02-24,2018-03-02
"12","Mannar","4","0","0","0","0","0","0","0","0","0","0","0",2018,9,2018-02-24,2018-03-02
"13","Vavuniya","11","0","0","1","0","0","1","0","0","2","0","0",2018,9,2018-02-24,2018-03-02
"14","Mullaitivu","0","0","0","0","0","0","1","0","0","0","0","0",2018,9,2018-02-24,2018-03-02
"15","Batticaloa","109","5","0","0","0","1","0","0","0","0","2","0",2018,9,2018-02-24,2018-03-02
"16","Ampara","1","2","0","0","0","0","0","0","0","3","0","0",2018,9,2018-02-24,2018-03-02
"17","Trincomalee","14","0","0","0","4","2","1","0","0","4","1","0",2018,9,2018-02-24,2018-03-02
"18","Kurunagala","42","2","0","0","0","4","1","0","0","11","0","13",2018,9,2018-02-24,2018-03-02
"19","Puttalam","40","3","0","1","0","1","0","0","0","4","0","0",2018,9,2018-02-24,2018-03-02
"20","Anuradhapura","16","0","0","0","0","3","0","0","0","7","0","3",2018,9,2018-02-24,2018-03-02
"21","Polonnaruwa","3","1","0","0","0","2","0","0","0","2","0","0",2018,9,2018-02-24,2018-03-02
"22","Badulla","5","0","0","1","0","1","0","0","0","14","0","0",2018,9,2018-02-24,2018-03-02
"23","Monaragala","27","0","0","0","0","5","8","0","0","7","0","1",2018,9,2018-02-24,2018-03-02
"24","Ratnapura","23","3","1","0","0","7","2","1","0","17","3","3",2018,9,2018-02-24,2018-03-02
"25","Kegalle","8","4","0","1","9","2","2","0","0","12","1","0",2018,9,2018-02-24,2018-03-02
"26","Kalmune","31","5","0","1","0","0","0","0","0","1","0","1",2018,9,2018-02-24,2018-03-02
