"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","35","03","01","00","00","02","00","03","00",2008,18,2008-04-26,2008-05-02
"2","Gampaha","20","01","00","03","00","10","00","07","00",2008,18,2008-04-26,2008-05-02
"3","Kalutara","08","01","00","02","00","02","00","00","00",2008,18,2008-04-26,2008-05-02
"4","Kandy","02","07","00","00","00","12","02","01","00",2008,18,2008-04-26,2008-05-02
"5","Matale","03","06","00","00","00","17","00","00","00",2008,18,2008-04-26,2008-05-02
"6","NuwaraEliya","01","05","00","05","00","00","00","00","00",2008,18,2008-04-26,2008-05-02
"7","Galle","04","00","00","00","00","10","00","00","00",2008,18,2008-04-26,2008-05-02
"8","Hambanthota","00","00","00","00","00","01","00","00","00",2008,18,2008-04-26,2008-05-02
"9","Matara","02","00","00","00","00","13","06","00","00",2008,18,2008-04-26,2008-05-02
"10","Jaffna","00","03","00","02","00","00","01","00","00",2008,18,2008-04-26,2008-05-02
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,18,2008-04-26,2008-05-02
"12","Mannar","00","00","00","01","00","00","00","00","00",2008,18,2008-04-26,2008-05-02
"13","Vavuniya","00","01","01","00","00","01","00","01","00",2008,18,2008-04-26,2008-05-02
"14","Mullaitivu","00","00","00","00","00","00","00","00","00",2008,18,2008-04-26,2008-05-02
"15","Batticaloa","00","04","00","00","00","00","00","00","00",2008,18,2008-04-26,2008-05-02
"16","Ampara","01","06","00","01","00","01","00","00","00",2008,18,2008-04-26,2008-05-02
"17","Trincomalee","02","01","00","01","00","04","00","01","00",2008,18,2008-04-26,2008-05-02
"18","Kurunagala","03","02","01","01","00","21","00","01","00",2008,18,2008-04-26,2008-05-02
"19","Puttalam","05","00","00","04","00","01","00","00","00",2008,18,2008-04-26,2008-05-02
"20","Anuradhapura","01","02","00","00","00","18","00","00","00",2008,18,2008-04-26,2008-05-02
"21","Polonnaruwa","00","00","00","00","00","05","00","00","00",2008,18,2008-04-26,2008-05-02
"22","Badulla","00","09","00","03","01","00","00","00","00",2008,18,2008-04-26,2008-05-02
"23","Monaragala","05","07","00","01","00","03","00","00","00",2008,18,2008-04-26,2008-05-02
"24","Ratnapura","04","03","00","00","00","08","01","00","00",2008,18,2008-04-26,2008-05-02
"25","Kegalle","14","04","00","01","00","09","01","10","00",2008,18,2008-04-26,2008-05-02
"26","Kalmune","00","02","00","01","00","00","00","00","00",2008,18,2008-04-26,2008-05-02
