"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","46","06","00","04","00","09","00","05","00",2008,30,2008-07-19,2008-07-25
"2","Gampaha","08","03","00","01","00","02","00","03","00",2008,30,2008-07-19,2008-07-25
"3","Kalutara","07","07","01","00","02","13","00","00","01",2008,30,2008-07-19,2008-07-25
"4","Kandy","08","16","00","02","00","07","03","02","00",2008,30,2008-07-19,2008-07-25
"5","Matale","03","03","00","00","00","08","00","00","00",2008,30,2008-07-19,2008-07-25
"6","NuwaraEliya","01","08","00","04","00","01","01","00","00",2008,30,2008-07-19,2008-07-25
"7","Galle","02","01","00","00","00","07","01","00","00",2008,30,2008-07-19,2008-07-25
"8","Hambanthota","03","00","00","00","04","00","03","02","00",2008,30,2008-07-19,2008-07-25
"9","Matara","10","06","01","00","00","05","04","00","00",2008,30,2008-07-19,2008-07-25
"10","Jaffna","00","03","00","02","01","00","00","01","00",2008,30,2008-07-19,2008-07-25
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,30,2008-07-19,2008-07-25
"12","Mannar","00","02","00","03","00","00","00","00","00",2008,30,2008-07-19,2008-07-25
"13","Vavuniya","00","02","00","00","00","00","00","00","00",2008,30,2008-07-19,2008-07-25
"14","Mullaitivu","00","00","00","00","00","00","00","00","00",2008,30,2008-07-19,2008-07-25
"15","Batticaloa","00","02","00","00","00","00","00","01","00",2008,30,2008-07-19,2008-07-25
"16","Ampara","00","08","00","00","00","00","00","01","00",2008,30,2008-07-19,2008-07-25
"17","Trincomalee","01","01","00","00","00","00","00","00","00",2008,30,2008-07-19,2008-07-25
"18","Kurunagala","08","02","02","02","00","09","01","05","00",2008,30,2008-07-19,2008-07-25
"19","Puttalam","02","01","00","03","05","01","00","01","00",2008,30,2008-07-19,2008-07-25
"20","Anuradhapura","00","03","00","00","00","00","00","00","00",2008,30,2008-07-19,2008-07-25
"21","Polonnaruwa","00","00","00","00","00","00","00","00","00",2008,30,2008-07-19,2008-07-25
"22","Badulla","03","08","00","06","00","00","06","05","00",2008,30,2008-07-19,2008-07-25
"23","Monaragala","04","07","00","00","00","00","00","01","00",2008,30,2008-07-19,2008-07-25
"24","Ratnapura","06","09","00","00","00","02","00","00","00",2008,30,2008-07-19,2008-07-25
"25","Kegalle","07","01","01","00","00","03","01","03","00",2008,30,2008-07-19,2008-07-25
"26","Kalmune","00","03","00","00","02","00","00","01","00",2008,30,2008-07-19,2008-07-25
