"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","55","5","0","1","0","2","0","2","0",2013,20,2013-05-11,2013-05-17
"2","Gampaha","35","1","0","0","1","6","0","1","0",2013,20,2013-05-11,2013-05-17
"3","Kalutara","37","4","1","0","0","10","0","0","0",2013,20,2013-05-11,2013-05-17
"4","Kandy","28","6","0","0","0","2","5","1","0",2013,20,2013-05-11,2013-05-17
"5","Matale","1","0","0","1","0","1","0","0","0",2013,20,2013-05-11,2013-05-17
"6","NuwaraEliya","5","5","0","0","0","1","0","0","0",2013,20,2013-05-11,2013-05-17
"7","Galle","11","0","0","0","0","0","0","0","0",2013,20,2013-05-11,2013-05-17
"8","Hambanthota","5","0","0","0","0","2","1","1","0",2013,20,2013-05-11,2013-05-17
"9","Matara","9","2","0","1","0","5","0","2","1",2013,20,2013-05-11,2013-05-17
"10","Jaffna","9","2","0","8","0","1","0","0","0",2013,20,2013-05-11,2013-05-17
"11","Kilinochchi","0","0","0","0","1","0","0","0","0",2013,20,2013-05-11,2013-05-17
"12","Mannar","4","0","0","1","0","0","1","0","0",2013,20,2013-05-11,2013-05-17
"13","Vavuniya","0","0","0","0","0","0","0","0","0",2013,20,2013-05-11,2013-05-17
"14","Mullaitivu","2","0","0","0","0","4","0","0","0",2013,20,2013-05-11,2013-05-17
"15","Batticaloa","2","2","0","0","2","1","0","0","0",2013,20,2013-05-11,2013-05-17
"16","Ampara","0","0","0","0","0","0","0","0","0",2013,20,2013-05-11,2013-05-17
"17","Trincomalee","4","3","0","0","0","0","0","0","0",2013,20,2013-05-11,2013-05-17
"18","Kurunagala","18","0","1","0","0","4","1","0","0",2013,20,2013-05-11,2013-05-17
"19","Puttalam","9","1","0","1","0","1","0","0","0",2013,20,2013-05-11,2013-05-17
"20","Anuradhapura","5","0","0","0","0","3","0","0","0",2013,20,2013-05-11,2013-05-17
"21","Polonnaruwa","1","0","0","0","0","0","0","0","0",2013,20,2013-05-11,2013-05-17
"22","Badulla","3","2","0","0","0","0","0","1","0",2013,20,2013-05-11,2013-05-17
"23","Monaragala","4","5","0","1","0","6","1","2","0",2013,20,2013-05-11,2013-05-17
"24","Ratnapura","16","3","0","0","0","1","0","2","0",2013,20,2013-05-11,2013-05-17
"25","Kegalle","19","1","0","1","0","0","3","3","0",2013,20,2013-05-11,2013-05-17
"26","Kalmune","2","3","0","0","2","0","0","0","0",2013,20,2013-05-11,2013-05-17
