"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","57","3","0","2","1","1","0","3","0","5","3","0",2013,41,2013-10-05,2013-10-11
"2","Gampaha","53","1","1","0","2","12","2","2","0","1","1","0",2013,41,2013-10-05,2013-10-11
"3","Kalutara","14","1","0","1","0","4","0","0","0","1","1","0",2013,41,2013-10-05,2013-10-11
"4","Kandy","7","1","0","0","2","3","1","9","0","7","0","0",2013,41,2013-10-05,2013-10-11
"5","Matale","0","1","0","0","0","0","0","0","0","0","0","0",2013,41,2013-10-05,2013-10-11
"6","NuwaraEliya","2","3","0","2","0","0","0","0","0","5","0","0",2013,41,2013-10-05,2013-10-11
"7","Galle","4","1","0","1","0","0","0","0","0","4","0","0",2013,41,2013-10-05,2013-10-11
"8","Hambanthota","2","0","0","0","0","0","1","0","0","1","0","0",2013,41,2013-10-05,2013-10-11
"9","Matara","4","2","0","0","0","4","1","2","0","4","1","0",2013,41,2013-10-05,2013-10-11
"10","Jaffna","9","28","0","2","0","0","1","0","0","1","1","0",2013,41,2013-10-05,2013-10-11
"11","Kilinochchi","0","0","0","0","0","0","0","0","0","0","0","0",2013,41,2013-10-05,2013-10-11
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2013,41,2013-10-05,2013-10-11
"13","Vavuniya","1","7","0","0","1","0","0","0","0","0","1","1",2013,41,2013-10-05,2013-10-11
"14","Mullaitivu","3","0","0","0","0","0","0","0","0","0","0","0",2013,41,2013-10-05,2013-10-11
"15","Batticaloa","5","2","0","0","0","0","0","0","0","1","0","0",2013,41,2013-10-05,2013-10-11
"16","Ampara","2","9","0","0","0","0","0","0","0","3","0","0",2013,41,2013-10-05,2013-10-11
"17","Trincomalee","0","0","0","0","0","0","1","0","0","0","0","0",2013,41,2013-10-05,2013-10-11
"18","Kurunagala","22","3","1","0","3","8","1","2","0","2","0","3",2013,41,2013-10-05,2013-10-11
"19","Puttalam","5","2","0","0","0","1","0","0","0","0","0","0",2013,41,2013-10-05,2013-10-11
"20","Anuradhapura","5","5","0","0","0","1","0","0","0","2","1","8",2013,41,2013-10-05,2013-10-11
"21","Polonnaruwa","10","1","0","0","0","1","0","1","0","2","0","1",2013,41,2013-10-05,2013-10-11
"22","Badulla","5","4","0","0","0","0","3","0","0","2","3","0",2013,41,2013-10-05,2013-10-11
"23","Monaragala","2","3","0","1","0","0","3","0","0","1","0","0",2013,41,2013-10-05,2013-10-11
"24","Ratnapura","5","3","0","0","0","2","0","6","0","3","0","0",2013,41,2013-10-05,2013-10-11
"25","Kegalle","13","0","0","2","0","8","2","12","0","2","0","1",2013,41,2013-10-05,2013-10-11
"26","Kalmune","1","0","0","0","0","0","0","0","0","0","0","0",2013,41,2013-10-05,2013-10-11
