"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","215","1","2","5","0","1","0","4","0",2012,5,2012-01-28,2012-02-03
"2","Gampaha","117","0","0","1","0","4","0","4","0",2012,5,2012-01-28,2012-02-03
"3","Kalutara","67","4","0","1","3","2","0","0","0",2012,5,2012-01-28,2012-02-03
"4","Kandy","66","2","0","0","0","0","3","0","0",2012,5,2012-01-28,2012-02-03
"5","Matale","12","1","0","1","0","2","0","0","0",2012,5,2012-01-28,2012-02-03
"6","NuwaraEliya","7","1","0","1","0","0","2","1","0",2012,5,2012-01-28,2012-02-03
"7","Galle","14","1","0","2","0","1","2","1","0",2012,5,2012-01-28,2012-02-03
"8","Hambanthota","13","3","0","0","0","2","1","1","0",2012,5,2012-01-28,2012-02-03
"9","Matara","42","2","0","0","4","3","2","3","0",2012,5,2012-01-28,2012-02-03
"10","Jaffna","8","2","0","0","2","0","23","0","0",2012,5,2012-01-28,2012-02-03
"11","Kilinochchi","0","0","0","9","0","0","0","0","0",2012,5,2012-01-28,2012-02-03
"12","Mannar","10","0","0","0","8","0","2","0","0",2012,5,2012-01-28,2012-02-03
"13","Vavuniya","2","0","3","0","0","1","0","0","0",2012,5,2012-01-28,2012-02-03
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2012,5,2012-01-28,2012-02-03
"15","Batticaloa","23","2","0","1","0","0","0","1","0",2012,5,2012-01-28,2012-02-03
"16","Ampara","0","2","0","0","0","0","0","0","0",2012,5,2012-01-28,2012-02-03
"17","Trincomalee","7","2","0","0","1","4","0","1","0",2012,5,2012-01-28,2012-02-03
"18","Kurunagala","50","2","1","0","0","6","1","1","0",2012,5,2012-01-28,2012-02-03
"19","Puttalam","4","0","1","5","0","1","0","0","0",2012,5,2012-01-28,2012-02-03
"20","Anuradhapura","4","1","0","0","0","0","1","0","0",2012,5,2012-01-28,2012-02-03
"21","Polonnaruwa","6","2","0","0","0","0","0","0","0",2012,5,2012-01-28,2012-02-03
"22","Badulla","3","2","0","0","0","1","0","3","0",2012,5,2012-01-28,2012-02-03
"23","Monaragala","1","2","0","0","0","3","4","3","0",2012,5,2012-01-28,2012-02-03
"24","Ratnapura","27","4","1","2","0","7","2","5","0",2012,5,2012-01-28,2012-02-03
"25","Kegalle","38","2","1","3","0","5","1","11","0",2012,5,2012-01-28,2012-02-03
"26","Kalmune","09","0","0","0","0","0","0","0","0",2012,5,2012-01-28,2012-02-03
